pmid,cite_count
25657175,2
25657175,2
25657175,2
25657175,2
25657175,2
25657175,2
25660925,5
25660925,5
25666468,8
25666468,8
25668262,64
25669177,21
25669177,21
25669180,9
25669180,9
25669180,9
25671797,980
25671797,980
25671798,1062
25671798,1062
25671798,1062
25677598,7
25677598,7
25677598,7
25678143,8
25678281,1
25681464,16
25681464,16
25681464,16
25687353,92
25689258,25
25691036,6
25692257,10
25692257,10
25700756,7
25711274,53
25711274,53
25712944,27
25712944,27
25712944,27
25712944,27
25712944,27
25712944,27
25714828,23
25714828,23
25720332,16
25720332,16
25722378,7
25722378,7
25723140,3
25723529,7
25724985,25
25726088,44
25728723,7
25728933,68
25732032,7
25732032,7
25739926,9
25743200,9
25755288,0
25755288,0
25766045,6
25766640,14
25767256,25
25771069,156
25773919,265
25773919,265
25782757,19
25784519,2
25784519,2
25788231,133
25788234,233
25792124,16
25792124,16
25792124,16
25795432,5
25801761,5
25801872,10
25801872,10
25801872,10
25802345,11
25805645,16
25805645,16
25805647,33
25809913,7
25811889,15
25811889,15
25813214,27
25813214,27
25813214,27
25813214,27
25818495,1
25818495,1
25823544,4
25823544,4
25823544,4
25823544,4
25823544,4
25823544,4
25825629,1
25825629,1
25832034,28
25833980,58
25835002,2
25835440,15
25835440,15
25861459,31
25863804,4
25863804,4
25882376,869
25882376,869
25882376,869
25885436,5
25887312,4
25887355,34
25887355,34
25887433,1
25901047,5
25904376,48
25906754,19
25908682,60
25915102,22
25915102,22
25915102,22
25926413,49
25935875,22
25935875,22
25940075,4
25945924,9
25947955,2
25947955,2
25950507,3
25950507,3
25956401,45
25957793,8
25963221,42
25984876,0
25984876,0
25984876,0
25995276,8
26010952,15
26011779,3
26017715,3
26019129,14
26019129,14
26020620,34
26022813,47
26027627,9
26027627,9
26027629,22
26027629,22
26030696,58
26034004,3
26038091,85
26044169,7
26044169,7
26044442,5
26044442,5
26044442,5
26052700,5
26052700,5
26056248,9
26058718,5
26063066,29
26063454,14
26076938,9
26081864,7
26082504,19
26082615,5
26084934,13
26089177,2
26089177,2
26089177,2
26089177,2
26095746,368
26098427,17
26116315,53
26121561,8
26121561,8
26121561,8
26121561,8
26132393,5
26135740,8
26139005,27
26151493,16
26151493,16
26152560,4
26152560,4
26155776,26
26156797,7
26159792,30
26159792,30
26159792,30
26179767,14
26193126,425
26195220,37
26196225,6
26197999,10
26199453,5
26202097,0
26202097,0
26202097,0
26209742,12
26211828,50
26211828,50
26215778,0
26218540,1
26220293,3
26226999,26
26226999,26
26238287,2
26242213,14
26252485,6
26253733,4
26253733,4
26253735,4
26253735,4
26261157,18
26261902,1
26261902,1
26264371,9
26265125,14
26265125,14
26265125,14
26280447,4
26283085,1
26286544,19
26297500,2
26297500,2
26297786,3
26297786,3
26308684,185
26310300,1
26310300,1
26314532,48
26316344,14
26316344,14
26316344,14
26325387,3
26325387,3
26325387,3
26327127,1
26333723,7
26333723,7
26333941,18
26338971,11
26338971,11
26338971,11
26342289,6
26342289,6
26350474,21
26350474,21
26350474,21
26359449,39
26366430,7
26366430,7
26373629,3
26373629,3
26373629,3
26373629,3
26385396,28
26386793,5
26386793,5
26387127,4
26387127,4
26387127,4
26404729,0
26414902,5
26414902,5
26415600,2
26417057,19
26417057,19
26423989,15
26423989,15
26424549,12
26436207,182
26449490,10
26452988,10
26452988,10
26459421,19
26459421,19
26464212,10
26464212,10
26471194,3
26471380,39
26471380,39
26473625,4
26474738,3
26476086,8
26476086,8
26489704,15
26490566,11
26490566,11
26511221,13
26511221,13
26519996,10
26535135,2
26544853,11
26545726,12
26553236,9
26553236,9
26567858,9
26567858,9
26578668,7
26579834,3
26579834,3
26579834,3
26580237,91
26580237,91
26580237,91
26580237,91
26589819,1
26589819,1
26589819,1
26591677,2
26608460,42
26634245,36
26636489,1
26636489,1
26636489,1
26636489,1
26637834,5
26637834,5
26643737,4
26647082,10
26649651,7
26662710,18
26671307,8
26671307,8
26681756,27
26686385,22
26688484,36
26688484,36
26688787,1
26694646,11
26699168,153
26704258,4
26704258,4
26704258,4
26716865,1
26733110,17
26733582,8
26738669,4
26740682,5
26740684,10
26741127,2
26746184,5
26746184,5
26746184,5
26746184,5
26746184,5
26746184,5
26751506,14
26752061,37
26752061,0
26754625,16
26756119,16
26757786,12
26757786,12
26762524,23
26762524,23
26764321,7
26773458,13
26773737,2
26796394,23
26797207,14
26797215,50
26803420,16
26810526,7
26810526,7
26810526,7
26810596,4
26810596,4
26814235,26
26814235,26
26814235,26
26822326,37
26822326,37
26823484,9
26823970,4
26823970,4
26826179,15
26826179,15
26826179,15
26832753,5
26836938,7
26843155,19
26846860,16
26846860,16
26846860,16
26848185,12
26848185,12
26849144,2
26850076,4
26850076,4
26856225,13
26856225,13
26856225,13
26858840,1
26859103,8
26859103,8
26859491,3
26859491,3
26859491,3
26864367,5
26865601,9
26876014,0
26876014,0
26876014,0
26881370,73
26883498,1
26883498,1
26888535,17
26888535,17
26892284,10
26892284,10
26892284,10
26892413,37
26893135,11
26897675,3
26899665,0
26899665,0
26899665,0
26903039,13
26906014,63
26906014,63
26908541,2
26908541,2
26908625,14
26908625,14
26916483,10
26916483,10
26923627,6
26923627,6
26923627,6
26924599,14
26931738,11
26936907,36
26944938,6
26944938,6
26956031,2
26956031,2
26956611,3
26957532,4
26957532,4
26967214,7
26968833,5
26968833,5
26968833,5
26988949,2
26988949,2
26989103,10
26991917,7
26997243,16
26997243,16
26997243,16
27000446,4
27000446,4
27001136,3
27001136,3
27006728,1
27009168,19
27009868,6
27009893,0
27009893,0
27009893,0
27013060,2
27017157,5
27017161,3
27018174,16
27018174,16
27018174,16
27025337,20
27030601,0
27030601,0
27044326,3
27048306,11
27048306,11
27048306,11
27073236,11
27073236,11
27073236,11
27076599,48
27076599,48
27076599,48
27087007,30
27089862,0
27089862,0
27091532,11
27091532,11
27091532,11
27110385,1
27111089,9
27112532,0
27116910,9
27116910,9
27134062,7
27142588,5
27142588,5
27143274,13
27143274,13
27143274,13
27143676,5
27143676,5
27144849,57
27144849,57
27154971,7
27156655,12
27160944,2
27160944,2
27160944,2
27161546,4
27161620,9
27161620,9
27161848,10
27162033,2
27162632,4
27163758,15
27163758,15
27165954,4
27165954,4
27165954,4
27165954,4
27165954,4
27165954,4
27165960,2
27165960,2
27165960,2
27168844,17
27168844,17
27174798,2
27174798,2
27174798,2
27178897,3
27178897,3
27178897,3
27178897,3
27178897,3
27178897,3
27181196,14
27181196,14
27188698,7
27206567,1
27206567,1
27206567,1
27206567,1
27212622,13
27212622,13
27214597,13
27214597,13
27215927,5
27221952,6
27229685,9
27229685,9
27239035,67
27239035,67
27239035,67
27252426,6
27270968,6
27282601,3
27282601,3
27287832,49
27289122,26
27289122,26
27295489,0
27295489,0
27308805,11
27326239,1
27334418,31
27334418,31
27335114,11
27335114,11
27350068,4
27350068,4
27357359,42
27357359,42
27363400,15
27367818,1
27367818,1
27367818,1
27389084,1
27389084,1
27389174,0
27391223,2
27391223,2
27391223,2
27391572,15
27391951,2
27395348,2
27402854,2
27403608,3
27403608,3
27406165,4
27406165,4
27406165,4
27408945,0
27418594,14
27431644,4
27431644,4
27431644,4
27436285,0
27437665,2
27439031,9
27439031,9
27439527,15
27440003,26
27440003,26
27440003,26
27442715,3
27442715,3
27444660,3
27452767,9
27452767,9
27457720,2
27462118,10
27462118,10
27462118,10
27464674,14
27464674,14
27474016,9
27474016,9
27474016,9
27476789,38
27478897,12
27478897,12
27486122,3
27486340,0
27486524,0
27492941,5
27493796,2
27500338,0
27506677,6
27506677,6
27513651,4
27513651,4
27513651,4
27516462,22
27516462,22
27516476,1
27528177,47
27534634,40
27536431,1
27538531,0
27538531,0
27538531,0
27538531,0
27548766,30
27552578,22
27552578,22
27554946,5
27562713,6
27568804,1
27568804,1
27568890,3
27568890,3
27568890,3
27570090,6
27571048,266
27571048,266
27571048,266
27572401,22
27572401,22
27573565,13
27573636,2
27576780,19
27577112,11
27577112,11
27578134,25
27578134,25
27578134,25
27578134,25
27578134,25
27578134,25
27579634,15
27579635,17
27581531,54
27586634,10
27586634,10
27587547,4
27600181,12
27600862,10
27600862,10
27600862,10
27600862,10
27601428,19
27602207,16
27604773,22
27604773,22
27609408,158
27618681,5
27620390,6
27622699,1
27647168,45
27647168,45
27655918,9
27655918,9
27656000,17
27658870,37
27659698,1
27659698,1
27659698,1
27659698,1
27669027,17
27696724,5
27702847,0
27702847,0
27703033,6
27716343,14
27729579,14
27733347,8
27733347,8
27754946,20
27754946,20
27756421,5
27758945,13
27758945,13
27758945,13
27760796,15
27765312,3
27765312,3
27765312,3
27768831,17
27768852,6
27768852,6
27770771,1
27777279,24
27788847,53
27788847,53
27792741,21
27792741,21
27795384,7
27798342,27
27798342,27
27799230,1
27807925,12
27807925,12
27811072,1
27811072,1
27811319,21
27815268,0
27815268,0
27823681,3
27823681,3
27829430,2
27831492,0
27831492,0
27831492,0
27832062,2
27832062,2
27834743,8
27834743,8
27834743,8
27834750,4
27834750,4
27840336,9
27843564,2
27860160,13
27860160,13
27860389,2
27860410,35
27872236,9
27878892,9
27887774,4
27888608,14
27888608,14
27888608,14
27888609,3
27888609,3
27888609,3
27888609,3
27890487,13
27890487,13
27891230,0
27893045,15
27893045,15
27893045,15
27894327,1
27894327,1
27909081,10
27914971,2
27914971,2
27919055,6
27919055,6
27919055,6
27919055,6
27919055,6
27919055,6
27924049,14
27924049,14
27924049,14
27928583,8
27928583,8
27932413,9
27932413,9
27959717,51
27959728,141
27965782,0
27977934,13
27977934,13
27977934,13
27977934,13
28007741,1
28010726,8
28011757,3
28017714,15
28028150,27
28028150,27
28028150,27
28030716,20
28030716,20
28031392,14
28031392,14
28031392,14
28039187,23
28040280,1
28040280,1
28061830,0
28065396,2
28065396,2
28065396,2
28066274,7
28066274,7
28073769,1
28074139,8
28086164,5
28086164,5
28089149,3
28089149,3
28089180,18
28090293,1
28095801,3
28115517,6
28122783,4
28129246,3
28129246,3
28129246,3
28148501,4
28153005,5
28153005,5
28153828,10
28169880,8
28169880,8
28169880,8
28174212,2
28174212,2
28183347,0
28193677,2
28197834,8
28197834,8
28197834,8
28197834,8
28199464,15
28199464,15
28199697,4
28199697,4
28202051,8
28202051,8
28202475,17
28202475,17
28203689,6
28203689,6
28214794,4
28214794,4
28214794,4
28228428,7
28228428,7
28231027,5
28231027,5
28231815,1
28231831,26
28235817,18
28235817,18
28235817,18
28236727,2
28236727,2
28237085,7
28237085,7
28241780,4
28241822,27
28241822,27
28241822,27
28241822,27
28243468,11
28243592,0
28243592,0
28245880,6
28245880,6
28251157,3
28251157,3
28255449,11
28259496,0
28259496,0
28264833,5
28264833,5
28275100,13
28275197,10
28275197,10
28275197,10
28283606,12
28283606,12
28283606,12
28288074,2
28288963,3
28288974,6
28291376,0
28291376,0
28292754,4
28306389,93
28306389,93
28317031,4
28317415,59
28317415,59
28326189,10
28327140,7
28327140,7
28327140,7
28327140,7
28345429,9
28345429,9
28345429,9
28345809,5
28345809,5
28351962,5
28351962,5
28359513,10
28360116,19
28363682,1
28363682,1
28364045,2
28364045,2
28371205,15
28376791,2
28376791,2
28379800,36
28379800,36
28381506,26
28381584,7
28381584,7
28389572,39
28389572,39
28390695,41
28400368,1
28400368,1
28403822,14
28403822,14
28405611,8
28408020,26
28408020,26
28411246,4
28411246,4
28411261,6
28411261,6
28413832,2
28430947,7
28430947,7
28430947,7
28438154,12
28438723,1
28438723,1
28441695,3
28441695,3
28441944,10
28446382,8
28454828,9
28456509,107
28465460,3
28465460,3
28465460,3
28465824,3
28465824,3
28467527,3
28471765,7
28489464,3
28494751,13
28494751,13
28494751,13
28494751,13
28495896,6
28498942,28
28502280,4
28507269,9
28507269,9
28511288,9
28513068,4
28513068,4
28513068,4
28515099,1
