pmid,cite_count
24887445,3
22981532,8
23708168,64
23711230,8
22281110,14
23772186,21
21930653,14
21788756,6
24706022,27
27683846,2
27564385,2
26516810,2
23036134,47
22008247,6
28832750,0
29997519,6
29288055,0
29357826,6
28785857,2
28963297,11
30445678,2
28109276,0
23571143,3
21282693,12
25272316,485
24099368,2
30571332,3
29546292,0
25994442,13
24145742,11
23128104,55
21742090,15
24500308,17
24214232,5
22387567,30
27101815,4
26636489,1
22845695,5
28032216,1
20212198,0
27748055,5
28828881,1
25497252,4
25060015,8
24084626,17
23866184,10
23816023,8
22447888,93
21392601,8
29053851,1
28202051,8
25711274,53
25678831,12
20346539,36
25498732,14
22916320,9
26936876,21
26832963,33
24835849,150
24012319,10
23320604,8
22607892,10
25401784,0
23590271,20
23344409,2
26452447,0
26299520,2
23346990,15
22297243,71
24405257,13
27687471,0
24161233,82
29486763,1
23688259,9
22759439,6
25703957,11
27342412,11
21482863,11
24251969,8
23284643,21
21167315,22
24816809,22
24633823,7
20557887,54
20200309,42
30545350,0
27066739,92
25196117,141
27707765,10
29121545,5
26296299,2
28653440,5
27151914,5
27266697,0
29433613,4
29148904,2
27477797,1
28702870,8
27307468,8
29898702,3
29326093,12
27597740,7
27660596,1
27433335,2
28753698,3
30922265,2
26559634,4
29047413,3
29654841,1
29664951,1
28122542,3
30223771,3
29946005,12
30626327,0
30342495,1
30276473,0
29381569,3
27760437,25
19432972,12
18174826,42
22016074,2
19901194,7
18996055,9
19375093,5
29251799,2
20569728,12
19182483,15
21081243,10
18599569,10
18684848,19
22073145,12
18184957,449
22480835,4
19155060,34
25755288,0
24713455,6
24176441,7
21884874,2
21093611,19
20837897,38
20019013,11
19155249,53
18207164,4
26072112,10
24146089,7
23851388,14
25135364,5
22214287,7
27135249,10
21969418,64
25802966,1
23399456,10
16636211,92
17558345,18
19601704,5
18685795,25
21105289,4
27225977,8
25468655,10
22824930,18
22626819,44
18824641,20
26074391,5
25127231,52
25134047,2
18597830,6
17887993,2
17296414,82
18778916,10
19032133,3
30013511,3
28951766,2
24787497,32
21786319,58
21449785,306
27529295,4
23211475,2
22999793,11
21209881,5
18544618,14
25183442,6
24315521,55
17711595,11
23123071,64
17093249,169
17105794,110
21871373,20
23680407,8
23197840,13
22786596,30
17720019,101
18779274,30
30290801,5
27141828,3
25326750,25
25175805,3
23714653,9
22432932,13
21955733,8
20418083,25
20185426,33
19716598,164
18836213,582
30521533,3
30206821,0
30084288,1
27611736,5
25440306,24
20921118,152
22101745,2
21060282,3
23613569,9
19455501,6
16885182,22
21737309,3
20032491,16
19553301,10
21978966,16
16836672,3
25255113,0
23840645,9
23059149,16
30239767,2
29216358,4
26416147,0
22189537,65
19117887,103
24013685,12
21993710,55
18413705,75
18492739,10
20019369,7
21742485,186
29943058,18
29606114,1
30064453,1
29955692,0
29070709,2
29250012,4
26757728,6
28450272,0
30056385,1
28259854,1
27409470,4
27557654,10
29924294,3
29654027,0
29485926,81
28407811,7
29406835,4
28126019,2
30209962,1
27004552,1
28385953,2
30142751,1
29796775,2
29655606,2
29162085,3
28687936,20
27898207,15
30028029,0
29866165,6
28606907,1
29121882,2
28911136,11
27604771,25
29955695,1
28525981,1
25742370,7
26567858,9
25221387,5
21232669,54
27861524,21
26066791,3
23426413,0
25811948,15
22035053,10
19211823,60
26476489,6
23911057,1
23670706,9
23288387,21
22076437,5
28850360,5
19815268,141
24157459,13
26529118,1
23733374,12
23496916,33
22412073,86
20573639,26
22247754,4
19117896,11
24246044,6
28121722,1
24736647,17
23896972,17
23765186,40
19936616,51
22539169,50
29267990,1
25470096,9
25219389,24
23557429,6
20178636,6
20890189,17
20488825,27
21586746,66
29199116,3
24620855,1
23809507,7
22893167,38
20957498,11
22371872,20
28898890,23
26835133,26
22082673,104
25988461,13
22858384,20
19234106,76
28564557,36
23970502,7
24631162,10
22917452,10
21729834,3
20231034,33
18541041,5
30180806,3
24906029,7
25473191,6
22527063,8
28607708,1
22510183,5
19640572,6
23855816,7
29954605,1
26547399,14
22331336,32
23846733,30
20859106,5
21706288,11
23598607,50
26628523,9
25919011,3
22515496,3
21371308,7
26589105,14
22172461,0
27572953,71
22558108,2
21085810,15
23545428,1
25787057,15
24624979,2
22572889,82
23635736,18
19622153,12
20297950,1
25801761,5
24890823,18
23243212,12
21357275,43
25932660,46
21220996,37
28409328,1
25540064,8
30882400,0
26299436,4
26053994,1
24373573,29
20363190,55
23996244,2
25534580,2
20001836,4
25803346,72
28178972,2
25393601,4
23253647,19
22992391,5
21134278,7
22936289,13
23695823,6
27418597,10
25882235,0
21375763,18
28039317,8
23468866,1
22722513,8
24353022,9
24816908,10
26882910,12
23203909,16
20433715,3
25348087,3
22170885,18
22916669,2
24628438,23
21200342,12
20819219,5
23407019,22
19567491,16
21571677,14
21060320,170
25938292,7
24525449,2
24225451,5
23602230,109
19796996,7
22865900,16
28058589,0
26329980,2
23648011,5
30354411,5
19189904,12
23935011,133
23742699,31
22610452,40
22507979,45
20707601,1
23632904,2
24021518,29
26052677,12
19577217,1
23232038,20
22704742,11
25878175,5
25823975,17
23663001,53
22517103,69
30542300,0
21056464,78
27548072,2
26414380,18
25475413,3
22099238,13
28508330,2
27923968,5
24629554,6
23979097,7
23108493,5
22340088,29
21952267,4
21732212,20
22772403,12
29367439,22
19096013,49
24920528,11
24588932,13
24515598,5
30261898,2
29787743,3
28411114,8
26847922,38
24635772,193
25393297,14
20231206,9
28374097,7
22954655,37
22848772,17
27253669,22
27172435,20
26401593,36
22369682,10
28274254,0
27712711,1
25304129,3
23919738,1
19463506,7
20630463,18
25307979,27
22421734,9
20046132,33
30825384,0
30326764,0
27393928,5
26250060,11
25558798,7
23414459,10
29696581,1
29016626,1
27045252,3
28742709,10
26561622,14
26733671,27
25894585,3
28449352,5
28315940,17
26176646,5
25064672,1
24351876,3
26297810,8
25471907,52
25128176,4
24150470,29
28643436,11
27146511,6
26850762,4
29804294,2
27009167,6
27486340,0
24844673,23
29474479,3
29935582,2
29935581,4
28096259,4
26441187,6
28541060,3
26903303,3
24257398,10
28437597,8
24693532,1
24657227,2
24401159,2
29308669,3
25644488,4
26624824,42
27743855,1
27771739,31
24138710,12
30021547,0
30623268,3
29350276,1
30032464,1
28796809,1
25187694,0
29951977,1
26627989,8
28686823,13
25703440,25
27156182,11
25379844,17
22587425,3
21638157,16
24797376,21
24619945,18
29753321,15
24507016,13
25563879,5
24015953,1
25904755,23
25873267,20
23369084,0
28554656,1
22043118,53
27685842,1
27035159,4
26509793,15
22872030,23
30340532,0
30038658,3
24703920,7
27380540,20
28829792,5
23941324,18
23861241,11
25523533,11
25440809,4
24076283,56
22588377,19
21270384,27
25165055,1
26376348,12
25555214,63
25280441,4
24411757,3
24262967,3
23061407,3
23800144,9
23777553,11
23448285,12
22092152,24
22374920,13
28700791,9
28680916,27
26193059,10
26122282,11
23592678,47
24984823,10
27099761,2
24103632,5
23870798,11
23826157,8
28865109,5
22743380,0
27685842,1
27035159,4
24276047,17
23327295,35
28341306,0
26819292,3
26931143,14
26208217,21
26025336,4
26021978,8
24996961,4
25830642,0
30262148,5
26708836,28
24433324,51
29643158,0
29587572,0
28142364,3
25413621,23
26163849,1
24630293,2
28341525,32
25392325,18
28717811,2
23041328,53
23090521,1
27842163,1
26569624,11
23849084,4
26152218,3
23876904,9
24299975,1
25234476,4
27473760,9
26944693,2
30122579,1
23386371,16
25076495,28
25074070,35
28409851,4
27634790,19
25928131,3
24980440,5
24200100,3
23452344,5
26562532,31
28776320,3
26647412,14
24289059,11
25950418,17
27167210,3
27245833,3
24169195,10
28683939,7
22197012,6
30100576,6
28548301,14
27452767,9
23723343,11
29588126,13
30285795,1
30729456,1
30176872,8
28526798,27
28388260,22
28039616,10
27672117,38
26400368,26
24836310,786
24834811,28
22440491,30
30729456,1
30176872,8
28526798,27
28388260,22
28039616,10
27672117,38
26400368,26
24836310,786
24834811,28
28188565,4
26845265,3
26845264,9
25514063,2
22362918,81
23222363,29
27891230,0
25239590,14
29523129,5
29187226,6
28732501,6
26395578,22
25525828,11
24662448,1
28445871,0
27264217,5
24183564,29
22520520,0
24270505,34
27261549,3
25825539,41
22434735,17
23396491,20
24467807,1
21733483,3
29743026,6
28573669,6
28069560,17
25957183,11
25143156,11
21642511,6
27464321,7
23023559,12
30928393,0
28419383,2
26930634,2
25879807,20
25573410,10
23843147,23
24024757,9
21910897,15
27288210,1
27067343,3
26788345,1
22664749,13
30333160,2
29643258,6
23999023,1
28285236,1
25640580,38
25603463,25
25935771,1
25778833,4
25261199,27
24814090,104
28645291,4
24588905,13
22023777,22
29878826,0
27603763,7
23964752,5
22507386,7
23410871,10
26928328,15
28241159,29
29149805,0
28562108,0
25853697,11
24429129,48
25112584,34
23428009,9
26230399,2
26317618,1
25274615,16
29785301,1
29051325,1
28006063,0
25424573,28
23392199,50
26972567,12
24897082,93
30181780,0
25073663,4
28506306,0
22901031,8
29102811,0
27110376,7
29890985,2
29566739,4
29982277,2
27765690,26
27999607,7
26829933,5
28150850,4
28093815,9
27207825,8
29189950,2
30234617,0
27021967,1
26864356,53
29368313,1
30620370,6
30579407,2
29225903,1
28273285,3
27287251,1
27165710,4
26995053,3
26056249,5
25572507,12
24268209,4
24171490,73
29668401,1
29668399,4
23807124,9
30482933,2
23884778,13
21810825,35
26856215,3
21194419,2
24918372,85
22566312,3
23996244,2
29373333,1
24811754,5
29484580,4
28726115,2
26821583,4
26871297,11
27586634,10
21884592,25
26337145,33
26062135,5
25572505,8
25060372,23
22769055,2
27146000,7
25862508,5
26894653,22
26781262,5
27331367,0
20977257,11
30354493,2
29138794,5
28923845,4
28487318,4
27006119,2
26762723,2
26476506,8
