nct_id,relevance,brief_title,official_title,conditions_list,eligibility_criteria,description,keywords_list,Diseases,brief_title_concepts_list,official_title_concepts_list,brief_summary_concepts_list,conditions_list_concepts_list,eligibilities_concepts_list,keywords_list_concepts_list,CompletionDate,tot_subj_affected,tot_subj_risk,Status,pubmed_ids,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,inclusion,exclusion
NCT01866124,1,MAM'Out Project - Evaluation of Multiannual and Seasonal Cash Transfers to Prevent Acute Malnutrition,MAM'Out Project - Evaluation of Multiannual and Seasonal Cash Transfers to Prevent Acute Malnutrition,Malnutrition;,Inclusion Criteria:          -  Poor or very poor household (HEA criteria)          -  Having at least one children under 1 year old at the time of inclusion        Exclusion Criteria:          -  Medium or rich economic status (HEA criteria)          -  no child under one year old at the time of inclusion          -  not living in one of the 32 selected villages in the Tapoa province,"The MAM'Out research project aims at evaluating a seasonal and multi-annual cash transfer      program in the framework of a safety net to prevent acute malnutrition by children under 24      months, in terms of effectiveness and cost-effectiveness in the Tapoa province (East region      of Burkina Faso, Africa). The program will be targeted to economically vulnerable households      with children less than 1 year old at the time of inclusion and the cash distributed to      mothers. The transfers will be assimilated to unconditional ones, leading to beneficiaries'      self-determination on the use that will be made of cash. This study will be designed as a      two-arm cluster randomized intervention trial, based on randomization of rural villages of      the Tapoa province. One arm will receive the intervention and one will be a control arm. The      main outcomes will be the cumulative incidence of acute malnutrition (or wasting) and the      cost-effectiveness. Anthropometric measures (height, weight and MUAC) will be measured, as      well as indicators of dietary diversity, food security, health center frequentation,      families' expenses and morbidities. Questionnaires and 24-hour food recalls will also be      analyzed. Finally, based on a model theory framework built a priori, the pathways used by the      cash to have an effect on the prevention of under-nutrition will be assessed.",acute malnutrition;multiannual and seasonal cash transfers;safety nets;Burkina Faso;,Nutritional and Metabolic Diseases;,C0162429;C0220825;C1547229;C0680861;C0040671;C1330524;C0016538;C0012082,C0162429;C0220825;C1547229;C0680861;C0040671;C1330524;C0016538;C0012082,C0034394;C4553491;C4553491;C1148554;C4553491;C0162429;C0184661;C0184661;C0162429;C0021212;C0199176;C0728827;C0392209;C0235394;C1305866;C1518681;C0947630;C0240919;C3161035;C0680861;C1561543;C0680861;C1551994;C0680861;C3540798;C3540798;C1273517;C0680861;C0446516;C0446516;C0446516;C0728827;C0009488;C3539125;C0034770;C0732248;C2598145;C0233497;C1561542;C0404831;C0018792,C0162429,C0009458;C1547310;C1561543;C1561543;C0449204;C0449204;C3641766,C0680861,20151001,,,Completed,28566529;28558709;28539413;26253152,10,2.5,0.019815421623061,0.024115149708549,Poor or very poor household (HEA criteria);;;;;;;;;;Having at least one children under 1 year old at the time of inclusion,Medium or rich economic status (HEA criteria);;;;;;;;;;no child under one year old at the time of inclusion;;;;;;;;;;not living in one of the 32 selected villages in the Tapoa province
NCT00530374,0,Impact of Sprinkles on Infectious Morbidity When Moderate to Severe Pediatric Malnutrition Is Highly Prevalent,Impact of Oral Iron Supplementation With Sprinkles on Infectious Morbidity When Moderate to Severe Pediatric Malnutrition Is Highly Prevalent - A Non-Inferiority Safety Trial,"Malnutrition;Anemia, Iron-Deficiency;","Inclusion Criteria:          -  children aged 12 - 24 months          -  moderate to severe malnutrition (MSM), defined as weight-for-age Z-score ≤ -2 based on             the National Center for Health Statistics (NCHS) standards        Exclusion Criteria:          -  severe anemia (hemoglobin ≤70g/L)          -  near normal hemoglobin concentration (>100g/L)          -  weight-for-height <-3 z-score (severe wasting)          -  kwashiorkor (defined as evidence of edema)          -  congenital abnormality or disease          -  treatment with iron supplements in the past 3 months          -  inclusion in a nutrition program in the past          -  chronic illness other than malnutrition.",The purpose of this study is to determine the safety profile of oral iron supplementation      (OIS) with Sprinkles in a pediatric population with high prevalence of Iron deficiency (ID)      and moderate or severe malnutrition (MSM); the efficacy profile will also be investigated.,Pediatrics;Malnutrition;Iron Deficiency;Sprinkles;Oral Iron Supplementation;,Hemic and Lymphatic Diseases;Nutritional and Metabolic Diseases;,C0162429;C0009450;C1547226;C0205082;C0587599;C0220880,C0242297;C0162429;C0009450;C1547226;C0205082;C0302583;C0587599;C0220880,C0311276;C0242297;C0240066;C0947630;C0302583;C1547226;C4082977;C0220644,C0302583;C0008533,C0019029;C0311276;C0008679;C0238644;C0162429;C0022806;C0600673;C0038137;C0087111;C0392209;C0235394;C0012634;C1305866;C3810851;C1553386;C1305866;C0205082;C0013604;C0302583;C1704258;C0948093;C4684637;C4684637;C1328956;C1561542;C1561542;C3534109;C3534109;C1547226;C1947943,C0242297;C0302583,20090401,,,Completed,21715512,7,7.0,0.021599182686108,0.024008893970409,"children aged 12 - 24 months;;;;;;;;;;moderate to severe malnutrition (MSM), defined as weight-for-age Z-score Γëñ -2 based on             the National Center for Health Statistics (NCHS) standards",severe anemia (hemoglobin Γëñ70g/L);;;;;;;;;;near normal hemoglobin concentration (>100g/L);;;;;;;;;;weight-for-height <-3 z-score (severe wasting);;;;;;;;;;kwashiorkor (defined as evidence of edema);;;;;;;;;;congenital abnormality or disease;;;;;;;;;;treatment with iron supplements in the past 3 months;;;;;;;;;;inclusion in a nutrition program in the past;;;;;;;;;;chronic illness other than malnutrition.
NCT00998517,1,Effectiveness Comparison of Three Supplementary Foods in the Treatment of Moderate Acute Malnutrition,"Comparison of a Novel Fortified Blended Flour to Ready-to-use Supplemental Foods for the Treatment of Moderate Acute Malnutrition in Rural Malawian Children: a Randomized, Investigator-blinded, Clinical Effectiveness Trial",Malnutrition;,Inclusion Criteria:          -  WHZ <-2 but >-3 without bilateral pedal edema          -  Reside within 7 kilometers of study site.        Exclusion Criteria:          -  Not permanent resident in vicinity of study site.          -  Severe chronic illness such as cerebral palsy.          -  History of peanut allergy or anaphylaxis resulting from any food.          -  Receiving other supplementary food or participating in other research.,"The purpose of this study is to compare the recovery rates of moderately malnourished      Malawian children treated with either milk-enriched corn/soy blend, soy/peanut fortified      spread or a commercially produced ready-to-use therapy food.",Malnutrition;Supplemental Food;CSB++;Supplementary Plumpy;,Nutritional and Metabolic Diseases;,C4553491;C0162429;C0087111;C1547226;C1547229;C1947943;C0882214,C4553491;C0162429;C0087111;C1547226;C3272565;C1547229;C0240919;C1947943;C3897779;C0882214;C3899561,C0162429;C0087111;C0947630;C0026131;C3540798;C2756587;C2756587;C2004454;C0680536;C4085643;C0729829;C0332155,C0162429,C3540693;C0747318;C0008679;C0007789;C0002792;C0205082;C0947630;C0947630;C3540798;C3540798;C1549439,,20110201,0.0,5424.0,Completed,25419681;23256140;22170366,33,11.0,0.023258197715685,0.023921799205499004,WHZ <-2 but >-3 without bilateral pedal edema;;;;;;;;;;Reside within 7 kilometers of study site.,Not permanent resident in vicinity of study site.;;;;;;;;;;Severe chronic illness such as cerebral palsy.;;;;;;;;;;History of peanut allergy or anaphylaxis resulting from any food.;;;;;;;;;;Receiving other supplementary food or participating in other research.
NCT02120599,0,Interventions for Moderate Malnutrition in Pregnancy,Randomized Controlled Trial of the Impact of Treating Moderately Malnourished Women in Pregnancy,Malnutrition;,"Inclusion Criteria:          -  Pregnant and consenting to study participation and HIV testing (if not already             performed)          -  mid-upper-arm circumference (MUAC) ≤ 23 cm          -  planning to stay in the area and attend the clinic during pregnancy and for 3 months             post partum        Exclusion Criteria:          -  Pregnancy complications such as gestational diabetes, pre-eclampsia, hypertension          -  Severe anemia (Hg <7.0 mg/dl)          -  Severe malnutrition          -  under 18 years of age          -  over estimated 35 weeks of gestation","Malnutrition during pregnancy is more common in poor women in the developing world due to      inadequate dietary intake combined with increased nutrient requirements; pregnancy risk is      more consequential than among other demographic groups with increased risk of maternal and      infant mortality and the lifelong effects of fetal malnutrition. The benefits of treating      moderate malnutrition during pregnancy remain largely undocumented. This study tests the      hypothesis that providing either a fortified flour or fortified paste-based supplementary      food designed to replete the nutrient deficits during pregnancy will result in improved      maternal nutritional recovery rates and higher infant birth weights and lengths. This study      is a randomized, controlled clinical trial of 3 supplementary foods in 1800 moderately      malnourished Malawian women who are pregnant. Subjects will receive one of 3 food rations: 1)      a ready-to-use supplementary food formulated to deliver about 200% of the recommended daily      allowance (RDA) of most micronutrients in pregnancy (RUSF-P), 2) corn soy blend with a      multiple micronutrient tablet chosen to deliver about 200% of the RDA of most micronutrients      (CSB-P) or 3), the standard of care which is a corn soy blend with supplementary iron and      folic acid (CSB), delivering between 0-350% of the RDA. Subjects will receive the      supplementary food until they recover from MAM. The outcome of the pregnancy and maternal      nutritional status will be followed until 3 months after delivery.",,Nutritional and Metabolic Diseases;,C1273869;C0162429;C0032961;C1547226,C1096777;C4085643;C0032961;C0162429,C0936233;C0392209;C2936643;C1286104;C0162429;C0162429;C0162429;C0162429;C0016410;C0032961;C0032961;C0032961;C0032961;C0032961;C0032961;C1858460;C0184511;C1858460;C0549206;C1858460;C0011209;C0308779;C0308779;C2004454;C3245511;C1552839;C0947630;C0392366;C0005615;C0947630;C3540798;C3540798;C3540798;C0302583;C3540798;C2756587;C2756587;C0524786;C4699158;C2004454;C1301725;C2707262;C1518681;C1305866;C4085643;C0699530;C1706074;C1561542;C0729829;C4284141;C1547226;C0151576,C0162429,C0085207;C1135241;C0009566;C0032914;C0020538;C0162429;C0459958;C0032961;C0032961;C0549206;C0032074;C0205082;C0002871;C0205082;C0947630;C0446516;C1561542,C1140111,20160801,,,Completed,28793991,4,4.0,0.021314461879052,0.023773409105229,Pregnant and consenting to study participation and HIV testing (if not already             performed);;;;;;;;;;mid-upper-arm circumference (MUAC) Γëñ 23 cm;;;;;;;;;;planning to stay in the area and attend the clinic during pregnancy and for 3 months             post partum,"Pregnancy complications such as gestational diabetes, pre-eclampsia, hypertension;;;;;;;;;;Severe anemia (Hg <7.0 mg/dl);;;;;;;;;;Severe malnutrition;;;;;;;;;;under 18 years of age;;;;;;;;;;over estimated 35 weeks of gestation"
NCT00168935,0,Malnutrition in Gastroenterology Patients,,Malnutrition;,Inclusion Criteria:          -  Malnutrition          -  Benign disease        Exclusion Criteria:          -  Malignant disease,"Background: Malnutrition is frequently occurring in sick patients and is associated with a      higher morbidity and mortality. Muscle dysfunction is a common finding in malnutrition which      leads to a reduced functional status and quality of life.      Specific aims: The purpose of the study is to evaluate the effect of a three month      nutritional intervention with oral supplements on nutritional status, muscle function and      quality of life.",,Nutritional and Metabolic Diseases;,C0162429;C1550655;C1369628,C1140111,C0392209;C0598463;C0351437;C0518214;C0517929;C0518214;C0162429;C0162429;C0184661;C0277785;C0220880;C0037088;C4083049;C3245511;C1518681;C0947630;C1561542;C2707262;C1552740;C0220825,C0162429,C0162429;C0012634;C0012634,C1140111,20081201,,,Completed,21407248,10,10.0,0.022465378452058,0.023378013838714004,Malnutrition;;;;;;;;;;Benign disease,Malignant disease
NCT01097889,1,Evaluating the Relative Effectiveness of Two Feeding Interventions for the Treatment of Moderate Acute Malnutrition,Evaluating the Relative Effectiveness of Two Feeding Interventions for the Treatment of Moderate Acute Malnutrition in Children 6-60 Months of Age in Southern Ethiopia,Malnutrition;Nutrition Disorders;Child Nutrition Disorders;,"Inclusion Criteria:          -  All children 6 to 60 months of age who are identified as malnourished based on MUAC             measurements with WFH ≥70 to <80%.        Exclusion Criteria:          -  Children with WFH < 70% or presenting with bilateral pitting oedema (they will be             referred to therapeutic feeding programme).          -  Children with any illness or clinical condition that prevents them from safely             ingesting either supplementary foods. A child is medically assessed upon admission for             any complicated clinical condition (oedema, malaria, vomiting, chronic diarrhea,             infections, appetite, etc) that would require medical care and those children will be             referred to the therapeutic feeding programme.          -  All children transferred from the therapeutic feeding programme directly into the             supplementary feeding programme - however they will not be included in the research             study.          -  Children with WFH > 80% but MUAC 110 to 120 mm- they will be admitted to SFP however             will not be included in the research study.","Supplementary feeding programs for children with moderate acute malnutrition have been      implemented in developing countries using treatment foods with minimal or no evidence of      their effectiveness. Fortified peanut paste is a popular new treatment food for children with      severe and moderate malnutrition.      Objectives: To investigate the relative effectiveness of two non-identical therapeutic foods      in children with moderate malnutrition by comparing differences in performance indicators      (i.e. recovery rates), recovery times, and change in weight-for-height z-scores in each      group.      This proposed research project will evaluate the relative effectiveness of two non-identical      treatment foods for the treatment of moderate acute malnutrition in children",United Nations World Food Programme;blended food (CSB);ready-to-use supplementary foods (RUSF);Plumpy®;,Nutritional and Metabolic Diseases;,C4553491;C1273869;C0162429;C0087111;C3172260;C1547226;C2148613;C1547229,C1257753;C4553491;C1273869;C0087111;C3172260;C1547226;C2148613;C1547229;C1114365,C1257753;C4553491;C4553491;C4553491;C0162429;C0162429;C0162429;C0021212;C0087111;C0087111;C0087111;C0087111;C0204695;C0205082;C1305866;C3540798;C1578513;C0087111;C0018017;C2004454;C2004454;C0729829;C1552839;C1947943;C0085632;C0042070;C1547226;C1547226;C3172260;C1547226;C0220825;C3172260;C1547226,C3714509;C0162429,C0401151;C0333243;C0162429;C0496675;C3714514;C0012634;C0184666;C0012634;C0042963;C0003618;C0184666;C0204695;C0221423;C0024530;C0204695;C0204695;C0204695;C0013604;C0947630;C0947630;C0087111;C0087111;C0087111;C3245501;C1550043;C1561542;C1550488;C3272565;C3272565;C1550488;C0868946,C3540798,20100701,,,Unknown status,22952175,8,8.0,0.022997274385417,0.023139522938298,All children 6 to 60 months of age who are identified as malnourished based on MUAC             measurements with WFH ΓëÑ70 to <80%.,"Children with WFH < 70% or presenting with bilateral pitting oedema (they will be             referred to therapeutic feeding programme).;;;;;;;;;;Children with any illness or clinical condition that prevents them from safely             ingesting either supplementary foods. A child is medically assessed upon admission for             any complicated clinical condition (oedema, malaria, vomiting, chronic diarrhea,             infections, appetite, etc) that would require medical care and those children will be             referred to the therapeutic feeding programme.;;;;;;;;;;All children transferred from the therapeutic feeding programme directly into the             supplementary feeding programme - however they will not be included in the research             study.;;;;;;;;;;Children with WFH > 80% but MUAC 110 to 120 mm- they will be admitted to SFP however             will not be included in the research study."
NCT01873456,0,Is Multifactorial Nutritional Treatment for Undernutrition in Older Adults in Primary Care Cost-effective?,Is Multifactorial Nutritional Treatment for Undernutrition in Older Adults in Primary Care Cost-effective?,Malnutrition;,Inclusion Criteria:          -  Screening for nutritional risk        Exclusion Criteria:          -  terminal condition or do not wish to participate,"The hypothesis is that there is a profit potential by implementing a multifactorial      nutritional intervention among frail elderly since this will result in an improved      nutritional status, functional capacity and improved quality of life.",,Nutritional and Metabolic Diseases;,C1837655;C0162429;C0033137;C2707262;C0087111,C1837655;C0162429;C0033137;C2707262;C0087111,C1998319;C0392209;C0518214;C0184661;C0184511;C0184511;C0871754;C1837655;C2707262,C0162429,C0220908;C0012634;C2707262,C1140111,20130701,,,Completed,25163483,1,1.0,0.018690289515985,0.023085040912733997,Screening for nutritional risk,terminal condition or do not wish to participate
NCT01613547,1,The Effect of Routine Antibiotic Use in the Outpatient Treatment of Severely Malnourished Children Without Complications,"The Effect of Routine Antibiotic Use in the Outpatient Treatment of Severely Malnourished Children Without Complications: Maradi, Niger",Malnutrition;Severe Acute Malnutrition;,Inclusion Criteria:          -  Age from 6 to 59 months          -  MUAC < 11.5 cm or WHZ < -3          -  Absence of bipedal edema          -  Absence of current illness requiring inpatient care          -  Eligible for new admission for outpatient nutritional therapy for SAM at 3 CRENAS in             Madarounfa operated by FORSANI          -  Absence of current clinical illness requiring prescription of specific antibiotic             therapy and decision by the study physician to use a specific antimicrobial drug on             admission          -  Written consent of parent or caregiver          -  Residence within Niger        Exclusion Criteria:          -  Age < 6 months or > 59 months          -  MUAC ≥ 11.5 cm and WHZ ≥ -3          -  Presence of bipedal edema          -  Presence of current illness requiring inpatient care          -  Decision by the study physician to use a specific different antimicrobial drug on             admission          -  Presence of any congenital abnormality or underlying chronic disease that may affect             growth or risk of infection          -  Treatment with any antibiotic within 7 days          -  Admission to any nutritional program for the treatment of SAM within 3 months          -  Known contraindication / hypersensitivity to amoxicillin,"This study will be conducted as a randomized, double-blind, placebo-controlled trial to      compare routine antibiotic prescription vs. no routine antibiotic prescription in the      management of uncomplicated cases of severe acute malnutrition treated in the community in      terms of nutritional recovery. The investigators hypothesize that there will be no      significant difference in terms of the risk of nutritional recovery among children      uncomplicated cases of severe acute malnutrition treated in the community that receive      routine antibiotic prescription and those who receive no routine antibiotic prescription.",,Nutritional and Metabolic Diseases;,C0009566;C0003232;C0087111;C0205082;C1547582;C0162429;C3845694,C0009566;C0003232;C0087111;C0205082;C1547582;C0162429;C3845694,C0033080;C0033080;C0162429;C0162429;C0033080;C0033080;C0003232;C0003232;C0376636;C0003232;C0003232;C0032042;C0205082;C0205082;C0947630;C0456909;C2004454;C2004454;C2707262;C2707262;C0085632;C2911690;C0018792;C0332155;C0332155,C0162429;C1547229,C1258068;C1136254;C1136254;C1301624;C0020517;C0008679;C0019993;C0019993;C0033080;C0002645;C0003232;C0003232;C0184666;C0184666;C0184666;C0009450;C0087111;C0184666;C0087111;C1552740;C0679006;C1552740;C0150312;C0150312;C0679006;C1552740;C0150312;C0221423;C0221423;C0087111;C0221423;C0001721;C0018270;C0013604;C0947630;C0013604;C0947630;C1114365;C1578513;C0036002;C1114365;C0036002;C1704258;C2707262;C4067746;C3840630;C0804815;C0804815;C1561542;C1561542;C1561542;C1561542;C3272565;C3845379,C1140111,20140501,,,Completed,29522089;26840134,15,7.5,0.020169295193356,0.022938344157059,Age from 6 to 59 months;;;;;;;;;;MUAC < 11.5 cm or WHZ < -3;;;;;;;;;;Absence of bipedal edema;;;;;;;;;;Absence of current illness requiring inpatient care;;;;;;;;;;Eligible for new admission for outpatient nutritional therapy for SAM at 3 CRENAS in             Madarounfa operated by FORSANI;;;;;;;;;;Absence of current clinical illness requiring prescription of specific antibiotic             therapy and decision by the study physician to use a specific antimicrobial drug on             admission;;;;;;;;;;Written consent of parent or caregiver;;;;;;;;;;Residence within Niger,Age < 6 months or > 59 months;;;;;;;;;;MUAC ΓëÑ 11.5 cm and WHZ ΓëÑ -3;;;;;;;;;;Presence of bipedal edema;;;;;;;;;;Presence of current illness requiring inpatient care;;;;;;;;;;Decision by the study physician to use a specific different antimicrobial drug on             admission;;;;;;;;;;Presence of any congenital abnormality or underlying chronic disease that may affect             growth or risk of infection;;;;;;;;;;Treatment with any antibiotic within 7 days;;;;;;;;;;Admission to any nutritional program for the treatment of SAM within 3 months;;;;;;;;;;Known contraindication / hypersensitivity to amoxicillin
NCT00314834,0,Effect of Intradialytic Parenteral Nutrition on Morbidity and Mortality of Malnourished Hemodialysis Patients,Effect of Intradialytic Parenteral Nutrition on Morbidity and Mortality of Malnourished Hemodialysis Patients,Malnutrition;,"Inclusion Criteria:          -  age between 18 and 82 years          -  hemodialysis vintage more than 6 months          -  two of the following markers of malnutrition:          -  body mass index (BMI) <= 20 kg/m2          -  body weight loss within 6 months >= 10 percent          -  serum albumin <= 35 g/L          -  prealbumin <= 300 mg/L        Exclusion Criteria:          -  weekly dialysis time < 12 h          -  urea Kt/V index < 1.2          -  serum albumin > 38 g/L          -  prealbumin > 330 mg/L          -  hypertriglyceridemia > 2.5 mmol/L          -  associated comorbidities compromising the one-year survival          -  treatment by oral, enteral or parenteral feeding during the last 3 months          -  hospitalization at time of randomization","IDPN is widely used in HD patients without clue of its effectiveness. Study objectives: to      evaluate IDPN effects on mortality (main objective), hospitalization rates, nutritional      status, dialysis efficacy, Karnofsky score",hemodialysis;intradialytic parenteral nutrition;oral supplementation;survival;hospitalization;serum albumin;prealbumin;transthyretin;,Nutritional and Metabolic Diseases;,C0030547;C0019004;C1550655;C0162429;C0220880,C0030547;C0019004;C1550655;C0162429;C0220880,C0019993;C4553491;C0018017;C0018017;C0206065;C0011946;C0947630;C1273517;C2707262;C1518681;C0729829;C3534109;C0220825,C0162429,C0020557;C0030547;C0005893;C0019993;C0728877;C0728877;C0009488;C0019004;C0162429;C1305866;C0087111;C0011946;C0918012;C0041942;C1561543;C0005516;C0337441;C0337441;C1561542;C1561542;C1561542;C4699613,C0030547,20041201,,,Terminated,17656473,39,39.0,0.018842861672413003,0.022925633606627003,age between 18 and 82 years;;;;;;;;;;hemodialysis vintage more than 6 months;;;;;;;;;;two of the following markers of malnutrition:;;;;;;;;;;body mass index (BMI) <= 20 kg/m2;;;;;;;;;;body weight loss within 6 months >= 10 percent;;;;;;;;;;serum albumin <= 35 g/L;;;;;;;;;;prealbumin <= 300 mg/L,"weekly dialysis time < 12 h;;;;;;;;;;urea Kt/V index < 1.2;;;;;;;;;;serum albumin > 38 g/L;;;;;;;;;;prealbumin > 330 mg/L;;;;;;;;;;hypertriglyceridemia > 2.5 mmol/L;;;;;;;;;;associated comorbidities compromising the one-year survival;;;;;;;;;;treatment by oral, enteral or parenteral feeding during the last 3 months;;;;;;;;;;hospitalization at time of randomization"
NCT01715038,1,Effectiveness of LNS and MNP Supplements to Prevent Malnutrition in Women and Their Children in Bangladesh,Home-fortification Approaches for the Prevention of Malnutrition in Pregnant and Lactating Women and Their Children in Bangladesh: Program Effectiveness Study,Malnutrition;,"Inclusion Criteria:          -  Gestational age ≤ 20 weeks          -  Planning to remain in the study area during pregnancy and the following three years             (i.e., a permanent resident of the study area)        Exclusion Criteria:          -  Pregnancy identified and registered in the CHDP program before the beginning of the             enrollment.","The program effectiveness study aims to assess the effect of a lipid-based nutrition      supplement (LNS) and micronutrient powder (MNP) provided in a programmatic context for      improving maternal nutritional status during pregnancy and lactation (LNS only), and      preventing malnutrition in infants and young children (LNS and MNP) in Bangladesh.",malnutrition;stunting;LNS;micronutrient powder;hemoglobin;,Nutritional and Metabolic Diseases;,C4553491;C0162429;C1947943;C0012082,C4553491;C0162429;C0199176;C2828358;C0549206;C0376691;C0947630;C1548341,C1257752;C0392209;C4553491;C0392209;C0032961;C1858460;C0542559;C1518681;C0947630;C1947943;C0043084;C0523744;C1555587,C0162429,C1148461;C1516879;C0032961;C0032961;C0032074;C0947630;C0947630;C1550043;C1514821;C1549439,,20151001,,,Completed,30204885;29901736;28978680;28724657;28615379;28275128;28275125;27440259;26898720;26607935,44,4.4,0.020964383135649,0.022648640367239,"Gestational age Γëñ 20 weeks;;;;;;;;;;Planning to remain in the study area during pregnancy and the following three years             (i.e., a permanent resident of the study area)",Pregnancy identified and registered in the CHDP program before the beginning of the             enrollment.
NCT01991639,0,Healthy Life for Frail Malnourished Seniors Performed Together With Trained Lay Buddies,"Nutrition Intervention and Physical Training in Malnourished, Frail, Community-dwelling, Elderly Subjects Carried Out by Trained Lay ""Buddies""",Malnutrition;,"Inclusion Criteria frail, malnourished subjects:          -  65 years or older          -  Living in Vienna          -  Hospital discharged planned for the next 14 days          -  Malnutrition or at risk of malnutrition according to the MNA-SF          -  Frail or pre-frail according to the SHARE-FI          -  Community-dwelling          -  No medical contraindication for the performance of physical strength training          -  Able to walk (with or without a walking aid)          -  Capability to consent        Exclusion Criteria frail, malnourished subjects:          -  65 years or younger          -  Admission to nursing home is planned          -  Nursing level 6 or 7          -  Cancer according to the medical charts          -  Insulin treated diabetes mellitus according to the medical charts          -  COPD stage III or IV          -  Dialysis patient          -  Cannot understand the German language          -  Impaired cognitive function according to the MMSE (≤ 17 points)        Inclusion Criteria buddies:          -  50 years or older          -  Signed informed consent          -  Readiness to participate in the study as well in the intervention as in the control             group          -  Commitment to keep to the protocol for at least 6 months","Background: In elderly subjects frailty and malnutrition are very common and can lead to      serious health hazards, increase mortality, morbidity, dependency, institutionalization and a      reduced quality of life. In Austria, the prevalence of frailty and malnutrition are      increasing steadily and are becoming a challenge for our social system. Physical training and      adequate nutrition can invert it.      Methods/Design: In this randomized, controlled trial 80 malnourished, frail,      community-dwelling patients (≥ 65 years) are recruited. Additionally, 80 lay volunteers (≥ 50      years) named buddies are recruited and subsequently trained regarding health enhancing      physical activity and nutrition in three standardized training sessions. These buddies visit      the malnourished, frail subjects at home twice a week for about one hour during an initial      period of 10-12 weeks. While participants allocated to the intervention group (n=40) conduct      intervention to improve their fluid intake, their protein and energy intake, perform strength      training and try to increase their baseline activities, the control group (n=40) only gets      home visits without any special intervention. After 10-12 weeks, both, the intervention and      the control group, receive the nutrition intervention and the physical training. Health,      nutrition and frailty status, physical fitness and body composition and chronic inflammation      of buddies and frails are recorded before the intervention, after 10-12 weeks, and after 6      and 12 months.      Discussion: To the investigators knowledge this trial is the first of its kind to provide      nutrition and physical activity intervention to malnourished, frail, community-dwelling      subjects by trained lay buddies, in which the health status of buddies is also expected to      improve. This study assesses the effectiveness of such an intervention. If successful, the      intervention offers new perspectives for the management of frailty and malnutrition.",frailty;community-dwelling;malnutrition;physical activity;nutritional intervention;,Nutritional and Metabolic Diseases;,C0871754;C0162429;C2947996,C0086153;C0031809;C1554161;C0871754;C0162429;C3694424,C0021629;C0021376;C0518214;C4553491;C0162429;C0162429;C0162429;C0162429;C0184661;C0184661;C0429791;C0184661;C0184661;C0184661;C0184661;C0184661;C0162429;C0184661;C0184661;C0162429;C0020043;C0011546;C0376636;C0220880;C0805586;C0392209;C0392209;C0392209;C0392209;C0376554;C0392209;C0031809;C0424594;C0424594;C0025663;C0424594;C0424594;C3245511;C0025344;C0424589;C0871754;C0027365;C1512346;C0871754;C0871754;C0947630;C1442948;C1561540;C1578513;C4699604;C0442694;C4699618;C0442694;C0442694;C0442694;C0282440;C0080194;C0184511;C1555587;C0080194;C0184511;C1328956;C0557061;C0178520;C0178520;C0311392;C0683314;C3694424;C0233697;C3694424;C4055646;C0182647;C1552839;C1552839;C1552839;C0018792;C0221106;C4288557;C0728774;C0031809;C0182913;C0033621;C0701928;C0015421,C0162429,C0392335;C0872279;C0011849;C1301624;C0162429;C0162429;C0162429;C0162429;C0184661;C0557834;C0162340;C0184666;C1318963;C0011946;C0442711;C0028678;C0006147;C0021641;C0595998;C0006826;C0684240;C0684240;C1519316;C0871754;C0871754;C0871754;C0871754;C1300072;C0947630;C3843802;C0012621;C4699618;C0009797;C0870312;C3694424;C1561542;C1555709;C1552839;C0031809;C0033348;C4698437;C4698437;C0332155,C0184661,20151201,,,Completed,30094663;28724351;24369785,13,4.33333333333333,0.021010072942096,0.022387952303038,65 years or older;;;;;;;;;;Living in Vienna;;;;;;;;;;Hospital discharged planned for the next 14 days;;;;;;;;;;Malnutrition or at risk of malnutrition according to the MNA-SF;;;;;;;;;;Frail or pre-frail according to the SHARE-FI;;;;;;;;;;Community-dwelling;;;;;;;;;;No medical contraindication for the performance of physical strength training;;;;;;;;;;Able to walk (with or without a walking aid);;;;;;;;;;Capability to consent,65 years or younger;;;;;;;;;;Admission to nursing home is planned;;;;;;;;;;Nursing level 6 or 7;;;;;;;;;;Cancer according to the medical charts;;;;;;;;;;Insulin treated diabetes mellitus according to the medical charts;;;;;;;;;;COPD stage III or IV;;;;;;;;;;Dialysis patient;;;;;;;;;;Cannot understand the German language;;;;;;;;;;Impaired cognitive function according to the MMSE (Γëñ 17 points)        Inclusion Criteria buddies:;;;;;;;;;;50 years or older;;;;;;;;;;Signed informed consent;;;;;;;;;;Readiness to participate in the study as well in the intervention as in the control             group;;;;;;;;;;Commitment to keep to the protocol for at least 6 months
