nct_id,brief_title,description,brief_title_concepts_list,brief_summary_concepts_list,tot_subj_affected,tot_subj_risk,relevance,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore
NCT02028403,Safety and Immune Response of BMS-936559 in HIV-Infected People Taking Combination Antiretroviral Therapy,"People infected with HIV may have low levels of the virus in their body, even if they are      taking HIV medications. This study will evaluate the safety, pharmacokinetics (PK) (which is      how the body interacts with drugs), and immune response to BMS-936559, a drug that will be      administered by an intravenous (IV) infusion, in HIV-infected people receiving combination      antiretroviral therapy (cART) who have viral load levels below the limit of detection.",C1963724;C3811910;C1704632;C0439663;C0439662,C1963724;C0031327;C0013227;C0376705;C0439663;C1704632;C0574032;C0439663;C0439662;C0947630;C0013227;C0013227;C1550472;C3539181;C1511790;C0220825,,,0,31.0,31.0,0.0189244068539221,0.01788199214552938
NCT00055120,When to Start Anti-HIV Drugs in Patients With Opportunistic Infections,~     The purpose of this study is to evaluate the effect of starting anti-HIV drugs in HIV~     infected patients who are being treated for opportunistic infections (OIs). This study will~     follow two patient groups: those who received anti-HIV drugs soon after being diagnosed with~     an OI and patients with OIs who deferred beginning anti-HIV drugs until after recovering from~     the OI.~   ,C0029118;C3687832,C0029118;C0439663;C3687832;C3687832;C3687832,0.0,0.0,-1,238.0,119.0,0.015527950310558977,0.017660316246920504
NCT01259219,"Dosing, Safety and Pharmacokinetic Profile of Rifabutin in Children Receiving Concomitant Treatment With Kaletra",~     Open label pharmacokinetic RBT dose-finding study in young (≤ 5 year old) HIV-infected~     children receiving a LPV/RTV-based ART regimen and who have a recent history of completing TB~     treatment.~   ,C0140575;C0376495,C0243095;C0439663,0.0,0.0,-1,15.0,15.0,0.009583760515877586,0.01757209768041714
NCT00159224,Induction-maintenance of Lopinavir/r in HIV-infected Subjects,"~     This study will assess the safety, tolerability and antiviral activity of a simplified~     PI-based treatment regimen (Kaletra,ä) compared to conventional HAART regimens in patients~     infected with HIV-1 who are on their first boosted-PI antiretroviral treatment regimen.~      The potency of the antiviral activity of Kaletra has been clearly demonstrated in a wide~     spectrum of patients in a number of different clinical trials.6-9 The durable viral~     suppression seen after 4 years of therapy10 proves that it can provide effective, long-term~     treatment for people with HIV-1.~      Data from one of these trials (M97-720),6 an ongoing Phase II study of lopinavir/ritonavir in~     combination with NRTIs suggests there may be a role for monoclass therapy with Kaletra in the~     treatment of HIV-1-infection.~   ",C0674432;C0439663,C0301625;C0674432;C0292818;C0439663;C0376495;C0376495;C0376495;C0376495,0.0,0.0,-1,5.0,5.0,0.015306678193210469,0.017420548550308085
NCT00122603,Dual Boosted Protease Inhibitor Regimens Without Any Additional Antiretroviral Therapy in HIV-1 Infected Patients (ANRS127),"The purpose of this study is to evaluate virological efficacy and safety of two double      protease inhibitor regimens: atazanavir/fosamprenavir/ritonavir 300 mg once daily/ 700/100 mg      twice daily, versus atazanavir/saquinavir/ritonavir 300/1500/100 mg once daily in protease      inhibitor naive HIV-1 patients.",C1963724;C0033607;C0439663;C1554184;C0040808;C1550655,C0033607;C1176315;C1145759;C1145759;C0286738;C0292818;C0292818;C2945654;C0030946;C0947630;C0220825;C0069695,,,1,5.0,5.0,0.0206141412694028,0.017274845029903747
NCT00400738,The Pharmacokinetics of Double Boosted Protease Inhibitors in Antiretroviral-naive HIV-1 Infected Patients,~     Treatment with only protease inhibitors might benefit HIV patients. Laboratory data have~     shown that the combination of saquinavir with lopinavir and ritonavir may a good regimen.~     This study will explore this idea.~   ,C0033607;C0439663,C0033607;C0674432;C0292818;C0376495,0.0,0.0,-1,1.0,1.0,0.015275121835302972,0.017057611445474182
NCT00398996,A Study to Compare Three Existing Starting Points of Anti-Retroviral Therapy (ART) Initiation in HIV/Tuberculosis (TB) Co-infected Patients,"This is a randomized, open-label study comparing three existing treatment strategies of ART      initiation in HIV/TB co-infected patients:      Group 1: early initiation of ART with TB treatment, Group 2: initiation of ART upon      completion of the intensive phase of TB treatment, Group 3: initiation of ART upon completion      of the continuation phase of TB treatment      Approximately 700 men and women ≥ 18 years of age with documented HIV infection and      smear-positive pulmonary TB patients will be enrolled. Eligible TB/HIV co-infected patients      will be offered antiretroviral therapy (ART), starting at one of the three time points listed      above through the CAPRISA AIDS treatment programme which includes extensive counselling and      adherence support. The study participants will be followed for 18 months to assess the      primary study endpoint of the optimal time to start antiretroviral therapy (ART) in patients      on tuberculosis (TB) treatment by comparing clinical status (CD4+ cell count, viral load,      opportunistic infections.",C1963724;C0041296;C0439663;C0947630;C1550655;C0589507,C0029118;C1963724;C1963724;C0019693;C0041296;C0010210;C0679199;C0589507;C0589507;C0589507;C0589507;C1301725;C0007584;C0376705;C0087111;C0087111;C0087111;C0087111;C0024109;C0087111;C0087111;C0439663;C1446409;C4684790;C0439663;C0441861;C0441865;C0441869;C1705425;C0947630;C0444186;C0947630;C0947630;C1552850;C1444662;C1561542;C3272565;C4698129,,,1,444.0,148.0,0.02245129497671764,0.016960066867635924
NCT00140751,Comparison of Treatment Simplification by LPV/r vs Current Treatment Continuation in HIV-Infected Patients,~     The purpose of this study is to compare the efficacy and tolerance of a treatment~     simplification by a Lopinavir/ritonavir monotherapy versus continuation of current treatment~     in HIV-infected patients~   ,C0439663;C1521871;C0376495;C0376495,C0674432;C0292818;C0439663;C1521871,0.0,0.0,-1,17.0,8.5,0.01679915969030307,0.016886999642524644
NCT00640887,Pharmacokinetics of Rifabutin Combined With Antiretroviral Therapy in Patients With TB/HIV Co-infection in South Africa,"The overall aim of the project is to evaluate rifabutin (RBT) as a replacement for rifampicin      (RMP), for the combined treatment of tuberculosis and HIV infection. RBT represents an      alternative to RMP for HIV infected patients as its half-life is longer and the enzymatic      induction effect appears to be less important on the associated antiretroviral therapy (ART)      drugs.      This phase II trial is to determine precisely the pharmacokinetics parameters of RBT in      combination with different ART regimens in Vietnamese HIV infected patients with pulmonary      tuberculosis, in order to define optimal doses that will be further tested in a larger phase      III trial comparing safety, tolerability and efficacy of RBT and RMP regimens.",C1963724;C0031327;C0275524;C0140575;C1550655,C1963724;C0009429;C0031327;C0019693;C0041296;C0041296;C0035139;C0035608;C0140575;C0857127;C0024109;C0439663;C2945654;C0439663;C2945654;C1518681;C4684637;C0392366;C0013227;C3539181;C4084912;C0018792;C1522411;C0018792;C0220825;C4082977,,,0,8.0,4.0,0.014674452585727287,0.0167605471246375
NCT00651066,Pharmacokinetics of Rifabutin Combined With Antiretroviral Therapy in Patients With TB/HIV Co-infection in Vietnam,"The overall aim of the project is to evaluate rifabutin (RBT) as a replacement for rifampicin      (RMP), for the combined treatment of tuberculosis and HIV infection. RBT represents an      alternative to RMP for HIV infected patients as its half-life is longer and the enzymatic      induction effect appears to be less important on the associated antiretroviral therapy (ART)      drugs.      This phase II trial is to determine precisely the pharmacokinetics parameters of RBT in      combination with different ART regimens in Vietnamese HIV infected patients with pulmonary      tuberculosis, in order to define optimal doses that will be further tested in a larger phase      III trial comparing safety, tolerability and efficacy of RBT and RMP regimens.",C1963724;C0031327;C0275524;C0140575;C1550655,C1963724;C0009429;C0031327;C0019693;C0041296;C0041296;C0035139;C0035608;C0140575;C0857127;C0024109;C0439663;C2945654;C0439663;C2945654;C1518681;C4684637;C0392366;C0013227;C3539181;C4084912;C0018792;C1522411;C0018792;C0220825;C4082977,,,0,7.0,7.0,0.014674452585727287,0.0167605471246375
NCT00226434,Early vs Late Introduction of Antiretroviral Therapy in HIV-infected Patients With Tuberculosis (ANRS 1295 CAMELIA),"In Cambodia the prevalence of both tuberculosis (TB) and Human Immunodeficiency Virus (HIV)      infection is high. Data suggest that aggressive management of HIV infection, which includes      Anti-Retroviral Therapy (HAART) during treatment of TB, decreases both morbidity and      mortality. On the other hand, the use of HAART for patients with TB may cause severe      complications due to drug-drug interactions, and occasionally a temporary exacerbation of      symptoms. These reactions may be particularly severe when HAART is started soon after the      start of TB treatment.      The proposed study aims to determine the optimal time to initiate HAART in previously      untreated HIV-infected adult patients with TB and low CD4 cell counts.",C1963724;C0041296;C0439663;C1550655,C1963724;C0687133;C0021051;C0019693;C0009566;C0041296;C0007584;C0376636;C0009450;C0087111;C0220880;C3245481;C0087111;C0332155;C0439663;C0205082;C0205082;C0887947;C0887947;C0887947;C1552850;C0947630;C0887947;C0018563;C0013227;C1550472;C1457887;C4086268;C1547300;C0000828;C0442797;C4082977,,,1,39.0,19.5,0.024234926939121697,0.016645404575338626
NCT00820118,Early and Intermittent Antiretroviral Therapy in Naive HIV Infected Adults,"The primary objective of the trial is to assess the ability of an early and intermittent      antiretroviral therapy in maintaining an immunological stability in antiretroviral naive HIV      infected adults, to offer a potential alternative strategy to differed and continuous      antiretroviral treatment.This is a 2-year phase II, open-label, multicentric ""proof of      concept"" trial. The patients included are treated following a pulse-therapy scheme, i.e.      6-month periods with once daily boosted-PI based therapy in alternance with 6-month periods      without antiretroviral therapy. The preferentially recommended treatment of the study is      atazanavir boosted with ritonavir, associated with a fixed combination of abacavir and      lamivudine or emtricitabine + tenofovir.The patients are closely followed to assess the      efficacy and the tolerance of the strategy, with clinical, biochemical, immunological,      virological and pharmacokinetic evaluations.",C1963724;C0439663;C1968660,C1963724;C1963724;C0909839;C0220825;C1145759;C0209738;C0018017;C0087111;C0087111;C0292818;C0384228;C0220929;C0439663;C0679199;C0663655;C0679199;C0087111;C0025344;C0087111;C0025344;C1705425;C0034107;C0947630;C0031327;C3539181;C1444783;C0745348;C0018792;C0018792;C1444662;C3272565;C0332155,,,1,0.0,0.0,0.022748583292689112,0.01649601992646019
NCT00338767,Antidepressant Medication Plus Directly Observed Therapy for Improving Adherence to Antiretroviral Therapy,This study will evaluate the effectiveness of directly observed therapy plus antidepressant      medication in improving adherence to antiretroviral drug therapy among HIV-infected homeless      and marginally housed people with depression.,C0872145;C1963724;C0003289;C0013227,C0872145;C0003289;C4553491;C0013216;C0013227;C0011570;C0439663;C0237154;C0947630;C1550517;C0220825;C4698129,,,0,3.0,3.0,0.011723063206825342,0.01643355760126127
NCT00495651,Early Antiretroviral Treatment and/or Early Isoniazid Prophylaxis Against Tuberculosis in HIV-infected Adults (ANRS 12136 TEMPRANO),"~     The Temprano trial is based on the following assumptions:~        -  ART initiation at CD4 counts <800/mm3 could significantly reduce the probability of~          severe HIV-related morbidity or death in the medium term.~        -  Tuberculosis and tuberculosis-related deaths are likely to represent a considerable~          proportion of morbidity and mortality among HIV-infected patients with high CD4 counts~          in sub-Saharan Africa. Therefore, 6-month Isoniazide Prophylaxis for Tuberculosis (IPT)~          and early ART could enhance each others efficacy.~   ",C0041296;C0199176;C0022209;C0439663;C0376495,C0041296;C0041296;C0041296;C0199176;C0439663;C0022209;C0150312,0.0,0.0,-1,445.0,74.1666666666667,0.017890294288407743,0.01628929919152809
NCT01315301,Optimal Time to Initiate Antiretroviral Therapy in HIV & TB Coinfected Adults Being Treated for Tuberculosis,"Aim of the study is to determine optimal time to initiate anti-retroviral therapy in HIV/TB      co-infected patients who recently started treatment for Tuberculosis by comparing immediate      versus deferred initiation of HAART.      The study will address the following questions;        -  Is it possible to reduce mortality rate and increase survival by early initiation of           HAART during TB treatment with out compromising for adverse drug reaction, toxicity and           immune reconstitution syndrome?        -  What is the risk/ benefit ratio between immediate versus deferred initiation of HAART           during TB treatment with respect to safety/efficacy of TB and HIV co-treatment?        -  When is the most appropriate time to start HAART during TB treatment?",C1963724;C0041296;C0439663,C0041755;C0041296;C0814472;C0589507;C0589507;C0589507;C0087111;C1697779;C0087111;C1697779;C0087111;C0087111;C0439663;C0332149;C0600688;C0039082;C0087111;C1442065;C0439662;C0947630;C0887947;C0947630;C0887947;C0887947;C1552850;C0887947;C2948600;C0699576;C1554180;C1554180;C4082977,,,1,7.0,7.0,0.024412304966031608,0.016113484598268574
NCT00772590,Antiretroviral Therapy Intensification With Raltegravir or Addition of Hyper-immune Bovine Colostrum in HIV-1 Infected Patients With Suboptimal CD4+ T Cell Response,A research study to measure the effect on CD4 counts of adding to current anti-retroviral      regimen raltegravir with or without hyper-immune bovine colostrum.,C1963724;C1871526;C0009413;C0439663;C1704632;C0439662;C1322650;C1704653;C1550655,C1871526;C0009413;C0040808;C1518681;C0439662;C0947630;C1561565;C0776963;C0699576,6.0,365.0,0,25.0,25.0,0.02070628360728677,0.016001752178740728
NCT01404312,Brief Rifapentine-Isoniazid Evaluation for TB Prevention (BRIEF TB),"~     HIV-infected people have an increased risk of developing active tuberculosis (TB). At the~     time the study was designed, the standard course of treatment for TB was 6 to 9 months of~     isoniazid (INH).This study compared the safety and effectiveness of a 4-week regimen of~     rifapentine (RPT) plus INH versus a standard 9-month regimen of INH in HIV-infected people~     who are at risk of developing active TB.~   ",C0220825;C0022209,C0151332;C0022209;C0439663;C0439663;C1320102;C0376495,8213.0,312000.0,-1,49.0,24.5,0.004451105367941605,0.01597911986186923
NCT00342355,Antiretroviral Therapy for Advanced HIV Disease in South Africa,"This study will determine how well four different antiretroviral drug therapies work in      patients with advanced HIV disease. The trial is part of the South Africa-U.S. Project      Phidisa Programme - a collaboration between the South African Military Health Service (SAMHS)      of the South African National Defense Force (SANDF), the U.S. Department of Defense, and the      U.S. National Institutes of Health - to help prevent HIV transmission among South African      military and civilian employees and their families.      Members of the SANDF with HIV infection may be eligible for this study. HIV-infected family      members who are 14 years of age and older may also participate. All participants must have a      CD4 count of less than 200 or an AIDS-defining illness.      Participants are randomly assigned to one of the following four antiretroviral drug regimens,      which require taking 5 pills or more every day:        -  AZT (zidovudine) + ddl (didanosine) + EFV (efavirenz)        -  AZT (zidovudine) + ddl (didanosine) + r/LPV (lopinavir/ritonavir)        -  D4T (stavudine) + 3TC (lamivudine) + EFV (efavirenz)        -  D4T (stavudine) + 3TC (lamivudine) + r/LPV (lopinavir/ritonavir)      Patients are followed for up to 6 years. Clinic visits are scheduled once a month for the      first 3 months and then once every 3 months for the next five years. Patients undergo a      medical history, physical examination, and blood tests at each visit, and complete      questionnaires of behavior, quality of life, and force readiness every year.",C1963724;C0012634;C0725066,C0031809;C0939237;C0939237;C0262926;C0518214;C0013216;C0018747;C0034394;C0019693;C0019693;C0018941;C0043474;C0012133;C0043474;C0012133;C0209738;C0209738;C1561565;C0674428;C0164662;C0674428;C0164662;C1318963;C3245457;C0439663;C1552601;C2945654;C0221423;C1301584;C0947630;C0947630;C1561542;C1512346;C1552861;C0013227;C1561543;C1561538;C0043474;C0043474;C0164662;C0209738;C0164662;C0209738;C0086960;C0677505;C1550655;C1550655;C3245501;C0242781;C1328956;C1512346;C1561542;C1561542;C0018792;C0016533;C1555709;C0016533;C0020796;C0376691;C3245457;C4283785;C0016538;C0034770;C4082977,648.0,23023.0,1,67.0,22.3333333333333,0.014380057256821751,0.015867288922455675
NCT03407105,A Dose-Escalation Study of MDX-010 Administered Monthly as Immunotherapy in Subjects Infected With Human Immunodeficiency Virus (HIV),~     The purpose of this study is to assess the safety and tolerability of 2 or 4 doses of MDX-010~     in HIV-infected subjects~   ,C0021083;C0439663;C1321876,C0439663,0.0,0.0,-1,9.0,9.0,0.012318629024145204,0.015769481235915435
NCT00988780,Maraviroc (CCR5) Antagonism to Decrease the Incidence of the Immune Reconstitution Inflammatory Syndrome in HIV-Infected Patients,~     The purpose of this study is to determine if Maraviroc administration can decrease IRIS~     incidence in HIV infected patients initiating ARV therapy.~   ,C1619738;C0439663,C0439663;C3845829,0.0,0.0,-1,22.0,11.0,0.015271233126066961,0.015379927799390264
NCT00978237,Clinical Trial to Assess the Effect of the Change of Efavirenz (EFV) for Lopinavir/Ritonavir (LPV/r) in Lipoatrophy in HIV-infected Patients,"~     Eligible HIV-infected patients with clinically evident lipoatrophy despite treatment with~     efavirenz and fixed-dose combination of thymidine nucleoside analogues will be informed and~     asked to enroll in the study; will be randomized (1:1) into two branches, A: EFV + Fixed~     combinations of analogue tenofovir + emtricitabine.B (experimental): LPV/r + combination of~     correspondent analogues. The main variable is the evaluation of the absolute change in limb~     fat mass at 24 months from baseline in both groups.~   ",C1280433;C0674432;C0292818;C0439663,C0909839;C1280433;C0220825;C0384228;C0439663;C1579410;C0376495,0.0,0.0,-1,0.0,0.0,0.011324563313803404,0.015361498333636724
