nct_id,brief_title,page_rank_score_brief_title,page_rank_score_brief_title_summary_combined
NCT00538278,Prospective Database for Acute Myeloblastic Leukemia,0.00914914688257925,0.011240691061038487
NCT02763475,NK Cells as Consolidation Therapy of Acute Myeloid Leukemia in Children/Adolescents,0.006713210697125863,0.00554067419168601
NCT02770820,Laboratory-Treated (Central Memory/Naïve) CD8+ T Cells in Treating Patients With Newly Diagnosed or Relapsed Acute Myeloid Leukemia,0.007388757034576724,0.007728755560639186
NCT03053206,"A Prospective, Interventional Study Assessing Response to Cytarabine, Daunorubicin and Etoposide (ADE) for First Relapse of Paediatric Acute Myeloid Leukemia",0.005338158919615695,0.006175890195321278
NCT03071276,Selinexor in Combination With Fludarabine and Cytarabine in Patients With Refractory or Relapsed Acute Myeloid Leukemia,0.007461482167545193,0.0065473813223565856
NCT03058588,Next Generation Sequencing (NGS) in Familial Acute Myeloid Leukemia and Myelodisplastic Syndromes,0.006507174126709615,0.004565997759127933
NCT03068819,Cytokine Induced Memory-like NK Cell Adoptive Therapy for Relapsed AML After Allogeneic Hematopoietic Cell Transplant,0.005737744088638101,0.0061791293100529185
NCT03059615,"A Phase 2a, Open-Label, Dose-Escalation Study of IV Nerofe in Subjects With AML and MDS",0.006025749111486971,0.004913947062078673
NCT01321385,Biomarkers in Predicting Response to Treatment in Bone Marrow Samples From Young Patients With Acute Myeloid Leukemia,0.007852366053942678,0.008391535425038331
NCT01371981,Bortezomib and Sorafenib Tosylate in Treating Patients With Newly Diagnosed Acute Myeloid Leukemia,0.007344700458151518,0.008345618172866921
NCT00860574,"Treosulfan, Fludarabine Phosphate, and Total-Body Irradiation Before Donor Stem Cell Transplant in Treating Patients With High-Risk Acute Myeloid Leukemia, Myelodysplastic Syndrome, Acute Lymphoblastic Leukemia",0.007737380380286269,0.007318209711166545
NCT00897182,Identifying Cancer Genes in in Blood and Bone Marrow Samples From Patients With Acute Myeloid Leukemia,0.007162813257212685,0.009477214982101415
NCT00885508,A Study of the Efficacy and Safety of Lenalidomide Combined to Escalating Doses of Chemotherapy in Intermediate-2-or High Risk Myelodysplastic Syndrome (MDS) and Acute Myeloid Leukemia (AML) With Del 5q,0.005502546082179855,0.005457656412234362
NCT00899652,DNA Analysis of Bone Marrow and Blood Samples From Young Patients With Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,0.007131753673770272,0.007604729933939959
NCT01642121,Studying Biomarkers in Samples From Younger Patients With Acute Myeloid Leukemia,0.01040960151332215,0.008110379070334956
NCT01615757,Safety and Efficacy Study of Ara-c at 18 gm/m2 Versus 12 gm/m2 for 3 Cycles Each in AML Consolidation,0.00730945073278081,0.005745468969926987
NCT01640301,"Laboratory-Treated T Cells in Treating Patients With High-Risk Relapsed Acute Myeloid Leukemia, Myelodysplastic Syndrome, or Chronic Myelogenous Leukemia Previously Treated With Donor Stem Cell Transplant",0.008154711427292089,0.008326757967679389
NCT01035307,Studying Biomarkers in Tissue Samples From Young Patients With Acute Myeloid Leukemia Previously Enrolled on Clinical Trial POG-9421,0.007554360952785717,0.008730231218971912
NCT01057095,Studying Gene Expression in Tissue Samples From Patients With Acute Myeloid Leukemia,0.008084684582582737,0.008652326952259313
NCT01057303,Studying Gene Expression in Tissue Samples From Young Patients With Acute Myeloid Leukemia,0.008084684582582737,0.008652326952259313
NCT01057290,Studying Biomarkers in Cell Samples From Young Patients With Acute Myeloid Leukemia,0.008768694232269916,0.009711391023786174
NCT01057199,Studying Biomarkers in Cell Samples From Patients With Acute Myeloid Leukemia,0.008768694232269916,0.009600357568652861
NCT01041040,"LAM07: Study to Analyze the Efficacy of a Risk Adapted Treatment Strategy, Including Gemtuzumab Ozogamicin (GO) During Consolidation, for Patients With Acute Myeloid Leukemia (AML)",0.007575713652267936,0.00934114881562064
NCT01038635,5-Azacytidine With Lenalidomide in Patients With High Risk Myelodysplastic Syndrome (MDS) and Acute Myelogenous Leukemia (AML),0.00719022842809754,0.0068655214127207286
NCT01024127,Studying DNA in Blood and Bone Marrow Samples From Younger Patients With Acute Myeloid Leukemia,0.007526415414654893,0.009711674653923615
NCT01076569,Biomarkers in Bone Marrow Samples From Pediatric Patients With High-Risk Acute Myeloid Leukemia,0.0076238677990954256,0.00901928273727606
NCT01005277,Study of Biomarkers in DNA Samples From Patients With Acute Lymphoblastic Leukemia or Acute Myeloid Leukemia,0.00833786590348071,0.00966685942005661
NCT01083706,"Azacitidine in Treating Patients With Relapsed Myelodysplastic Syndrome, Chronic Myelomonocytic Leukemia, or Acute Myeloid Leukemia Who Have Undergone Stem Cell Transplant",0.007911027237221077,0.008623287123893552
NCT01093573,Midostaurin and Azacitidine in Treating Elderly Patients With Acute Myelogenous Leukemia,0.007955297697799988,0.007193869928148693
NCT02412475,Epigenetic Reprogramming in Relapse AML,0.010388644979366646,0.00657708434968662
NCT02494167,Administration of Donor Multi TAA-Specific T Cells for AML or MDS (ADSPAM),0.005091302016521622,0.00705025252300763
NCT02485535,Selinexor in Treating Patients With Intermediate- and High-Risk Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome After Transplant,0.007281088419782877,0.007665137924322516
NCT00187096,Natural Killer (NK) Cell Transplantation for AML,0.009212579234560363,0.007535186834745607
NCT00111345,Therapy-Optimization Trial for the Treatment of Acute Myeloid Leukemias (AML) in Children and Adolescents,0.009883413616565726,0.004878742129303301
NCT00136084,Treatment of Patients With Newly Diagnosed Acute Myeloid Leukemia or Myelodysplasia,0.007702635389242797,0.007404460305933185
NCT00186966,Treatment of Children and Adolescents With Refractory or Relapsed Acute Myeloid Leukemia,0.007859835956541567,0.006694464287877647
NCT02117297,SCT Plus Immune Therapy in Average Risk AML/MDS,0.007014712328107275,0.006247690876851087
NCT02189824,Chemotherapy Followed by Infusion of Partially HLA Matched Unrelated Donor Cells for Patients With AML Who Are Ineligible for Stem Cell Transplantation,0.007396472970314926,0.006565006833660127
NCT01187810,"Fenretinide in Children With Recurrent/Resistant ALL, AML, and NHL",0.005006697022081998,0.005647461114034605
NCT01141673,Development of a Diagnostic Kit for FLT3-ITD in Acute Myeloid Leukemia,0.0057575529596645665,0.005139492132646395
NCT01138332,Biomarkers in Young Patients With Acute Myeloid Leukemia,0.01040960151332215,0.010777261135861348
NCT01138306,Biomarkers in Samples From Young Patients With Acute Myeloid Leukemia,0.01040960151332215,0.010777261135861348
NCT01138319,Biomarkers in Patients With Acute Myeloid Leukemia,0.01040960151332215,0.00980927197097968
NCT01177540,Efficacy and Safety of Decitabine as Epigenetic Priming With Induction Chemotherapy in Pediatric Acute Myelogenous Leukemia (AML) Subjects,0.0055782064249299745,0.004352188878653289
NCT01139333,Blood and Tumor Tissue Samples From Young Patients With Acute Myeloid Leukemia,0.0073800282611908696,0.008980072636673579
NCT01139931,Biomarker Changes in Samples From Young Patients With Acute Myeloid Leukemia,0.008491837671955636,0.008894130509425446
NCT01139320,Biomarkers in DNA Samples From Younger Patients With Newly Diagnosed Acute Myeloid Leukemia Receiving Gemtuzumab Ozogamicin,0.008076127473511545,0.008492018292049262
NCT01146210,Identification of de Novo Fanconi Anemia in Younger Patients With Newly Diagnosed Acute Myeloid Leukemia,0.0073190734642693675,0.008437866183312888
NCT01150058,Drug Biomarkers in Cell Samples From Patients With Acute Myeloid Leukemia,0.007879136169769171,0.009473621878716563
NCT01150656,Obatoclax Mesylate in Samples From Young Patients With Acute Myeloid Leukemia,0.009608899790725883,0.009066712145427626
NCT02027064,Interferon for the Intervention of Molecular Relapse in t (8; 21) AML After Allo-HSCT,0.005548702587710788,0.005027670229773174
NCT00939653,"T2007-002 Clofarabine, Etoposide, Cyclophosphamide in Relapsed Acute Myelogenous Leukemia (AML)",0.005696453295396415,0.00602242221355838
NCT00900224,Studying Tissue and Blood Samples From Patients With Acute Myeloid Leukemia,0.008176448573565422,0.008896185336328612
NCT00943553,A Randomized Study of Epigenetic Priming Using Decitabine With Front Line Induction Chemotherapy Compared With Immediate Induction Chemotherapy in Pediatric Acute Myelogenous Leukemia (AML) Subjects,0.005275668480968254,0.0053990082484865675
NCT00006462,Gemcitabine in Treating Children With Relapsed or Refractory Acute Lymphoblastic Leukemia or Acute Myelogenous Leukemia,0.006108182028941487,0.0073688314954287815
NCT00042354,Phase II Study of Clofarabine in Pediatric Acute Myelogenous Leukemia (AML) Patients,0.0077517666543219154,0.006617128243685152
NCT00003593,"Chemotherapy in Treating Children With Down Syndrome and Myeloproliferative Disorder, Acute Myelogenous Leukemia, or Myelodysplastic Syndrome",0.005797946392436529,0.007023251153199105
NCT00003178,Chemotherapy in Treating Children With Recurrent Acute Myeloid Leukemia,0.0096491074264264,0.008185586993166419
NCT00003405,Combination Chemotherapy Plus Biological Therapy in Treating Patients With Acute Myelogenous Leukemia,0.008149563358702849,0.008296375556039433
NCT00003735,"Chemotherapy in Treating Children With Relapsed Acute Leukemia, Acute Myeloid Leukemia, or Blastic Phase Chronic Myelogenous Leukemia",0.005511127096076925,0.007352096445714407
NCT00003875,Busulfan and Etoposide Followed by Peripheral Blood Stem Cell Transplant and Low-Dose Aldesleukin in Treating Patients With Acute Myeloid Leukemia,0.007071905231535864,0.008334882668078329
NCT00003436,Combination Chemotherapy With or Without Bone Marrow Transplantation in Treating Children With Acute Myeloid Leukemia,0.0071187484865105205,0.006963734529808086
NCT00003790,Detection of Residual Disease in Children Receiving Therapy for Acute Myeloid Leukemia or Myelodysplastic Syndrome,0.005867001770111984,0.004653556040486734
NCT00096148,Idarubicin and Cytarabine With or Without Bevacizumab in Treating Patients With Newly Diagnosed Acute Myeloid Leukemia,0.007133472735938826,0.006978748109790364
NCT00008151,"Gemtuzumab Ozogamicin, Fludarabine, and Total-body Irradiation Followed by Peripheral Stem Cell or Bone Marrow Transplantation in Treating Patients With Advanced Acute Myeloid Leukemia or Myelodysplastic Syndrome",0.007548938978463541,0.007766656244420818
NCT00069992,"Total-Body Irradiation, Fludarabine, and Alemtuzumab Followed By Stem Cell Transplant in Treating Patients With Myeloproliferative Disorder, MS, AML, or CML",0.007100652740566196,0.008844866237335132
NCT00021242,Docetaxel in Treating Children With Relapsed or Refractory Acute Lymphoblastic or Acute Myeloid Leukemia,0.005522835236097925,0.008002854023235084
NCT00002798,Combination Chemotherapy With or Without Bone Marrow Transplantation in Treating Children With Acute Myelogenous Leukemia or Myelodysplastic Syndrome,0.006521968540889008,0.006971302324532645
NCT00002805,Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome,0.008764919230128294,0.008951991296904362
NCT00002517,Combination Chemotherapy in Treating Children With Newly Diagnosed Acute Myeloid Leukemia or Myelodysplastic Syndrome,0.006686968525906684,0.006699368614518746
NCT00005863,Combination Chemotherapy With or Without Filgrastim and/or Tretinoin in Treating Patients With Acute Myeloid Leukemia,0.007351567219516936,0.007195955342352648
NCT00004056,Combination Chemotherapy Followed by Melphalan and Peripheral Stem Cell Transplantation in Treating Children With Newly Diagnosed Acute Myeloid Leukemia,0.005562162638023221,0.007327659069472385
NCT00004899,Chemotherapy Plus Bone Marrow Transplantation and Filgrastim in Treating Patients With Acute Myelogenous Leukemia or Myelodysplastic Syndrome,0.007574945222232881,0.008899265847485197
NCT00004263,Cytarabine and UCN-01 in Treating Patients With Refractory or Relapsed Acute Myelogenous Leukemia or Myelodysplastic Syndrome,0.00783821268246253,0.008624882531664064
NCT00044733,Study Evaluating Gemtuzumab Ozogamicin in Acute Myelogenous Leukemia After Stem Cell Transplant,0.006703942589668701,0.005190859734125464
NCT00009698,Interleukin-2 in Treating Children Who Have Undergone Bone Marrow Transplantation for Acute Myeloid Leukemia,0.00671087682865196,0.00875005391285436
NCT00070174,Gemtuzumab Ozogamicin in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia Undergoing Remission Induction and Intensification Therapy,0.007494896066912656,0.007457242094154053
NCT01419496,Study of Proteins in Promoting Chemotherapy Resistance in Samples From Patients With Acute Myeloid Leukemia,0.00742213989630787,0.008879320265885383
NCT01407757,Study of Gemtuzumab Ozogamicin Therapy in DNA Samples From Patients With Acute Myeloid Leukemia Treated on COG-AAML0531,0.008104387854181166,0.00871683168499899
NCT01411267,A Phase I Study of AC220 for Children With Relapsed or Refractory Acute Lymphoblastic Leukemia or Acute Myelogenous Leukemia,0.006715010796458716,0.00687832964776273
NCT01438138,Study to Predict Risk of Relapse in Bone Marrow Cell Samples From Younger Patients With Acute Myeloid Leukemia,0.008047670328777554,0.007091100395311295
NCT01498302,Comparison of Laboratory Test Results of Minimal-Residual Disease in Samples From Patients With Acute Myeloid Leukemia,0.007060718301653874,0.006931402003564214
NCT01296178,PETHEMA-LMA10: Treatment of Acute Myeloblastic Leukemia (AML) in Patients Less Than or Equal to 65 Years,0.00825967650835211,0.006572785719490613
NCT01288222,Selecting a Favorable KIR Donor in Unrelated HCT for AML,0.006954587601276501,0.004622434603042948
NCT01245231,Prognostic Biomarkers in Samples From Young Patients With Acute Myeloid Leukemia,0.008491837671955636,0.009253152414492911
NCT01247584,Biomarkers in Samples From Young Patients With Acute Myeloid Leukemia,0.01040960151332215,0.00950001297291034
NCT01229956,Biomarkers in Tissue Samples From Young Patients With Acute Myeloid Leukemia,0.00871394598963797,0.009569919493233079
NCT01229124,RNA Biomarkers in Tissue Samples From Infants With Acute Myeloid Leukemia,0.0075870852629084115,0.009152264103187835
NCT01290107,Biomarkers in Samples of Bone Marrow From Patients With Acute Myeloid Leukemia,0.008027837876354008,0.00950001297291034
NCT01298414,Biomarkers in Bone Marrow Samples From Young Patients With Acute Myeloid Leukemia,0.008027837876354008,0.00950001297291034
NCT02573363,Selinexor With Combination Chemotherapy in Treating Patients With Acute Myeloid Leukemia,0.008210568204161545,0.008255161037460254
NCT02559557,Culturally Adapted Parenting Intervention for Spanish-Speaking Parents in Improving Outcomes of Younger Acute Lymphoblastic Leukemia or Acute Myeloid Leukemia Survivors at Risk for Late Neurocognitive Effects,0.005154082888974345,0.005758112345026174
NCT00667927,Autologous Bone Marrow Transplant for Children With Acute Myelogenous Leukemia (AML) in First Complete Remission,0.006507174126709614,0.005166496998359792
NCT00697671,Pilot Study of Haploidentical Natural Killer Cell Infusions for Poor Prognosis Non-AML Hematologic Malignancies,0.005302100394565628,0.007003882930317462
NCT00669890,Allogenic Stem Cell Transplantation in Patients With High Risk CD33+ AML/MDS/JMML,0.0075929004706285245,0.007159297195662124
NCT00656448,A Randomized Trial of Procrit vs. No Procrit in AML and High Risk MDS,0.005615049872216131,0.007242812441701824
NCT00630565,Stem Cell Transplant in Treating Patients With Acute Myeloid Leukemia,0.010260073591013543,0.0057639874753663755
NCT00629798,"Busulfan, Melphalan, and Fludarabine With Peri-transplant Palifermin, Followed by a T-Cell Depleted Hematopoietic Stem Cell Transplant From HLA Matched or Mismatched Related or Unrelated Donors in Patients With Advanced Myelodysplastic Syndromes (MDS) and Acute Myeloid Leukemia (AML)",0.007473834574266691,0.006886253887365362
NCT00624962,Early Enteral Tube Feedings in Children Receiving Chemo for AML/MDS & High Risk Solid Tumors,0.004915829174221352,0.005048243392363943
NCT00369317,Combination Chemotherapy in Treating Young Patients With Down Syndrome and Acute Myeloid Leukemia or Myelodysplastic Syndromes,0.00752286466400422,0.007879746684855655
NCT00372593,Combination Chemotherapy With or Without Gemtuzumab in Treating Young Patients With Newly Diagnosed Acute Myeloid Leukemia,0.0076110280467687795,0.006966925797633714
NCT00372619,Clofarabine and Cytarabine in Treating Young Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,0.00764240743066778,0.007206129545609922
NCT00329498,L-Ascorbic Acid Depletion to Treat Acute Myeloid Leukemia and Myelodysplastic Syndromes,0.0066714857546015605,0.004346510228758032
NCT00322101,Low-Dose or High-Dose Conditioning Followed by Peripheral Blood Stem Cell Transplant in Treating Patients With Myelodysplastic Syndrome or Acute Myelogenous Leukemia,0.007525755652787024,0.00762228930148741
NCT00390715,Treatment of Acute Myeloblastic Leukemia in Younger Patients,0.010118709923861855,0.00941511352707514
NCT00305708,"Busulfan, Antithymocyte Globulin, and Fludarabine Followed By a Donor Stem Cell Transplant in Treating Young Patients With Blood Disorders, Bone Marrow Disorders, Chronic Myelogenous Leukemia in First Chronic Phase, or Acute Myeloid Leukemia in First Remission",0.007592632890486506,0.007877613729172997
NCT00789256,Low Dose Melphalan and Bortezomib for AML and High-Risk MDS,0.00530779734394959,0.0059866868278390575
NCT00703820,Clofarabine Plus Cytarabine Versus Conventional Induction Therapy And A Study Of NK Cell Transplantation In Newly Diagnosed Acute Myeloid Leukemia,0.005674786157707624,0.00535947973910003
NCT00445744,"Cyclophosphamide and Busulfan Followed by Donor Stem Cell Transplant in Treating Patients With Myelofibrosis, Acute Myeloid Leukemia, or Myelodysplastic Syndrome",0.007567465788931642,0.0072300207010196444
NCT00469144,IV Busulfan With Allo-BMT: Study for Patients With Acute Myelogenous Leukemia and Myelodysplastic Syndrome,0.007972423886971775,0.006599300652296511
NCT00469014,"Busulfan, Fludarabine, Clofarabine With Allogeneic Stem Cell Transplantation for Acute Myeloid Leukemia",0.005499271453887962,0.005945571906537308
NCT00476541,NOPHO-AML 2004 Study for Children With Acute Myeloid Leukemia,0.01026499459520348,0.005857867595349353
NCT00402558,Alloreactive NK Cells for Allogeneic Stem Cell Transplantation for Acute Myeloid Leukemia (AML) and Myelodysplastic Syndrome (MDS),0.006259708417436095,0.006116237223387344
NCT00414310,Decitabine (DAC) w/ or w/o Valproic Acid (VPA) in Myelodysplastic Syndrome (MDS) and Acute Myelogenous Leukemia (AML),0.006096890062957383,0.00738620281571382
NCT00454480,Combination Chemotherapy With or Without Gemtuzumab Ozogamicin or Tipifarnib in Treating Patients With Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndromes,0.00724366980326967,0.007326434727443392
NCT00480987,"Oxaliplatin, Fludarabine, and Cytarabine in Acute Myeloid Leukemia (AML) or High-Risk Myelodysplastic Syndromes (MDS)",0.005372279251901255,0.005890739510144364
NCT01894477,"Treosulfan, Fludarabine Phosphate, and Total Body Irradiation Before Donor Stem Cell Transplant in Treating Patients With Myelodysplastic Syndrome or Acute Myeloid Leukemia",0.007507026975852083,0.00826377287336494
NCT01861002,A Phase I Study of 5-Azacytidine in Combination With Chemotherapy for Children With Relapsed or Refractory ALL or AML,0.006019060983266565,0.005398837660045865
NCT01801046,Donor Stem Cell Transplant in Treating Patients With High Risk Acute Myeloid Leukemia,0.007829894284173817,0.008308012072627807
NCT01995578,Maintenance Low Dose 5'-Azacitidine Post T Cell Depleted Allogeneic Stem Cell Transplantation for Patients With Myelodysplastic Syndrome and Acute Myelogenous Leukemia With High Risk for Post-Transplant Relapse,0.00797419540958679,0.007813691705427684
NCT02626715,Reduced-Intensity Conditioning (RIC) and Myeloablative Conditioning (MAC) for HSCT in AML/MDS,0.006547682268334149,0.005302695221212756
NCT02680951,Dasatinib in Combination With Chemotherapy for Relapsed or Refractory Core Binding Factor Acute Myeloid Leukemia,0.005505814868679297,0.005359485536143615
NCT02646839,KIR Favorable Mismatched Haplo Transplant and KIR Polymorphism in ALL/AML/MDS Allo-HCT Children,0.006715308658232616,0.005262097354936075
NCT02676323,Panobinostat With Fludarabine and Cytarabine for Treatment of Children With Acute Myeloid Leukemia or Myelodysplastic Syndrome,0.005933365899475849,0.007928060857754967
