nct_id,brief_title,description,brief_title_concepts_list,brief_summary_concepts_list,tot_subj_affected,tot_subj_risk,relevance,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,brief_title_matched_count,brief_summary_matched_count
NCT00040404,Safety and Efficacy Study of CEP-1347 in the Treatment of Parkinson's Disease,The purpose of this study is to establish safety for CEP-1347 and to determine an efficacious      dose in the treatment of Parkinson's disease.,C0030567;C0087111;C0756262;C0947630,C0030567;C0087111;C0756262;C0947630;C4082977,0.0,0.0,0,158.0,79.0,0.021935277450358764,0.027949884217232098,0,0
NCT01176240,A Two Part Study (306A/306B) to Assess Droxidopa in Treatment of NOH in Patients With Parkinson's Disease,"This is a study to evaluate the effects of an investigational drug, Droxidopa, in      participants with neurogenic orthostatic hypotension (NOH), associated with Parkinson's      disease. Droxidopa is being studied to determine the effects on blood pressure changes upon      standing up (orthostatic challenge). Symptoms and activity measurements, including patient      reported falls, will be evaluated to determine the effectiveness of the study drug.      Symptoms of NOH may include any of the following:        -  Dizziness, light-headedness, feeling faint or feeling like you may blackout        -  Problems with vision (blurring, seeing spots, tunnel vision, etc.)        -  Weakness        -  Fatigue        -  Trouble concentrating        -  Head & neck discomfort (the coat hanger syndrome)        -  Difficulty standing for a short time or a long time        -  Trouble walking for a short time or a long time      The study duration is a maximum of approximately 14 weeks including up to 2 weeks for      screening, up to 2 weeks for proper dose finding, followed by an 8 week treatment period and      a follow-up visit after 2 weeks. A sufficient number of patients will be screened to allow      approximately 211 randomized patients. An extension study is also available to continue      treatment if determined appropriate by the study doctor. This Study is NCT01132326 sponsored      by Chelsea Therapeutics and is enrolling by invitation only.",C0030567;C0000378;C0087111;C0947630;C1550655,C0020651;C0013230;C0241237;C0220870;C0863104;C0589121;C0005823;C4553491;C0581879;C2937228;C0087111;C0000378;C0000378;C0805586;C0012833;C0199230;C0087111;C0087111;C1457887;C0700287;C1457887;C0312422;C3714552;C0039082;C0012634;C1527305;C0015672;C0037088;C0042789;C0042789;C0025344;C0947630;C0085639;C0947630;C0015230;C0947630;C0947630;C0947630;C0947630;C0013227;C0018670;C1561540;C2360800;C0033213;C4082977;C1518681;C1518681;C2826348;C1525442;C0204742;C0220825;C4300452;C0332534;C0002957;C1254223;C0220825;C4049938;C0234518;C0242422;C4082977;C4082977,286.0,5772.0,0,19.0,6.33333333333333,0.02717587067589345,0.02594932010568512,0,0
NCT00215904,D-serine Adjuvant Treatment for Parkinson's Disease,"The proposed experiment will evaluate the effects of the NMDA receptor full agonist D-serine      (~2g/day) on persistent symptoms of Parkinson's Disease and on antiparkinsonian drugs-induced      dyskinesias.      D-serine will be used as add-on therapy to on-going medications received by Parkinson's      Disease patients. The rational for this study stems from observations made in pervious      clinical trials with schizophrenia patients, in which it was demonstrated that D-serine      adjuvant treatment resulted in:1)improvement of parkinsonian side effects induced by      antipsychotic drugs and 2) improvement of depression and negative (i.e apathy, blunted      effects, anhedonia) symptoms which are similar to symptoms encountered in Parkinson's      Disease.      The study will have a crossover design in accordance to which each patient will receive, in      random order D-serine and placebo for a 6 weeks period each. Thus, any participant will have      the opportunity to receive the experimental treatment.",C0030567;C0087111;C0036720,C0003405;C0030567;C0040615;C1096775;C0036341;C0700325;C0877248;C0013227;C0011570;C0087111;C0178417;C0087111;C0205160;C2987634;C0087111;C0012634;C0012634;C0032042;C0036720;C0036720;C0036720;C0085632;C0036720;C0025344;C0947630;C1186763;C0947630;C1273517;C1561538;C0013384;C1457887;C1457887;C1457887;C1518681;C1518681;C1512346;C3844714;C0700651;C0542058;C1522411;C4697740;C0003405;C0220825;C4086490;C0546816;C0242422;C0242422,0.0,0.0,0,9.0,9.0,0.024675720876689226,0.0249227937322546,0,0
NCT00180037,Coenzyme Q10 as a Symptomatic Treatment in Parkinson's Disease,This study was designed to evaluate the symptomatic effects of Coenzyme Q10 nanodispersed      solution in middle-stage Parkinson's disease (PD) patients (Hoehn&Yahr II to III). The      treatment phase includes three months period of 300 mg Coenzyme Q10 per day or placebo.      The primary outcome measure was the combined Unified Parkinson's Disease Rating Scale (UPDRS)      Part II and III.      The hypothesis of this study was that Coenzyme Q10 improves the energy status of the diseased      dopaminergic neuronal cell type and thus producing more dopamine leading to an improvement of      parkinsonian symptoms in PD patients.,C0030567;C0056077;C0087111;C0231221,C0030567;C0030567;C0056077;C0056077;C0056077;C0087111;C0449475;C0013030;C0032042;C1552826;C0025344;C0424589;C0947630;C1300072;C0175659;C0947630;C1561538;C0242422;C0231221;C0012634;C0282151;C1518681;C3844714;C0075418;C1561542;C3242613;C0220825;C0184511,0.0,0.0,0,37.0,37.0,0.02060570291464258,0.0246394623842292,0,0
NCT01174810,Exendin-4 as a Treatment for Parkinson's Disease - Pilot Study,"Exenatide is a licensed, safe and effective treatment for patients with Diabetes mellitus.      Laboratory work has shown strong, reproducible evidence that this drug has beneficial      ""disease modifying"" effects when given to animals with a range of experimental models of      Parkinson's disease (PD). This project aims to make an initial evaluation of possible      benefits of Exenatide among patients with moderate symptoms of PD. The drug will be given as      a twice daily 10microgram injection under the skin in a similar way to one of the      conventional ""symptomatic"" treatments for PD (Apomorphine).      Forty patients with moderate symptoms of PD will be recruited and randomised to receive      Exenatide injections twice daily, or to act as controls in this open label trial. Detailed      assessments will be made of all patients at baseline and periodically for a total of 14      months. The primary outcome measure will be the change between baseline and follow up, in the      severity of a validated PD assessment scale (the UPDRS part 3 motor score) after an overnight      period free of conventional PD medication. Secondary measures will include adverse event      reports, self completed questionnaires, and blood test results. Aside from these assessments,      all patients will continue their regular PD medications throughout the trial with adjustments      made only according to clinical need.      In a subgroup of patients (n=10), brain scans that assess the severity of PD, will be      performed at both baseline and follow up to help understand possible mechanisms of action of      Exenatide.",C0030567;C0167117;C0087111;C0947630,C0086272;C0030567;C0849535;C0011849;C0450973;C0034394;C0877248;C0003596;C1261322;C1261322;C0013227;C2945673;C0596217;C0022885;C0220825;C0087111;C0021485;C0013227;C0162340;C0167117;C0087111;C0167117;C0021485;C0167117;C0167117;C0332149;C0332149;C0012634;C3540698;C0684224;C0025344;C3244317;C3244317;C1705425;C0013227;C0013227;C1551994;C1552861;C0231221;C1457887;C1457887;C0031082;C1518681;C2945733;C0031327;C0027627;C1561542;C2702329;C0018792;C3534109;C0018792;C3242613;C1548573;C1547226;C1547226;C0728774;C0728774;C3272565;C0728774,0.0,0.0,0,71.0,71.0,0.021935277450358767,0.02368764788602789,0,0
NCT00833690,Safety of Urate Elevation in Parkinson's Disease,~     The purpose of this study is to determine the safety and tolerability of inosine and its~     ability to raise urate levels in blood and cerebral spinal fluid in individuals with early~     Parkinson disease. This will determine whether it is appropriate to proceed with a larger~     study of inosine's ability to modify the rate of disability progression in PD.~   ,C0012634,C0030567;C0005767;C1370194;C2946261,196.0,3300.0,-1,75.0,75.0,0.02083202838588437,0.023649311171679174,0,0
NCT02034357,Sleep Disordered Breathing and Its Impact on Neuro-cognitive Performance and Quality of Life in Parkinson Disease,"~     The purpose of this study is to determine the impact of sleep and breathing problems during~     sleep on memory, attention, and general well being (quality of life) in people with Parkinson~     Disease.~   ",C0030567;C0037313,C0004268;C0025260;C0037313;C0037313;C0033213;C0012634,0.0,0.0,-1,5.0,5.0,0.018915969397093644,0.022897425350912808,0,0
NCT01815281,Foot Mechanical Stimulation for Treatment of Gait and Gait Related Disorders in Parkinson's Disease and Progressive Supranuclear Palsy.,The purpose of this research study is to evaluate safety and effectiveness of Foot Mechanical      stimulation to improving Gait and Gait Related Disorders in Parkinson Disease and Progressive      Supranuclear Palsy both stable and with motor fluctuation.,C0038868;C1285354;C0030567;C0087111;C0012634;C0016504;C0016928;C0016928;C0233492,C0030567;C4553491;C1292856;C0231239;C0012634;C0947630;C0522224;C0016504;C0016928;C0016928;C0233492;C1706074;C0220825,0.0,0.0,0,4.0,4.0,0.029066685183478037,0.0227934633629196,0,0
NCT00062738,Treatment of Depression in Parkinson's Disease Trial,"The goal of this study is to evaluate the effectiveness and safety of two      antidepressants--nortriptyline and paroxetine, compared to placebo in patients with      Parkinson's disease and depression.",C0030567;C0011570;C0087111,C0030567;C0003289;C4553491;C0028420;C0070122;C0011570;C0032042;C0947630;C0018017;C0220825,78.0,572.0,0,20.0,10.0,0.025366569156234687,0.02095547178007475,0,0
NCT00526630,Methylphenidate for the Treatment of Gait Impairment in Parkinson's Disease,"The purpose of this research study is to examine whether Methylphenidate (MPD) can result in      improvement of gait (walking) in a population of Parkinson's Disease (PD) patients whose main      disability is freezing of gait. MPD (Ritalin®) is a drug which can excite or stimulate      certain systems of the body that control motor function. This drug is FDA approved for the      treatment of attention hyperactivity disorder, a condition unrelated to PD.      The researchers hypothesize that daily treatment with a tolerable daily oral dose of MPD will      improve gait velocity, stride length, cadence, and decrease freezing of gait, 3 months from      treatment initiation in patients with moderately advanced PD, whose gait impairment is an      important source of disability despite optimized antiparkinsonian treatment.",C0030567;C0025810;C0087111;C0016928;C0684336,C1263846;C0030567;C0003405;C0025810;C0231170;C0589507;C0684336;C0231170;C0087111;C0004268;C0012634;C0445356;C0087111;C0087111;C0087111;C0031843;C0728759;C0449416;C0947630;C0016928;C0016928;C0013227;C0013227;C0016928;C0016928;C0016928;C0442797;C0000589;C0184511;C4296898;C4085643;C0233087;C3844714;C4084912;C1561542;C0087130,57.0,903.0,0,13.0,13.0,0.0204618349079159,0.02075898537758566,0,0
NCT00464464,Coping With Depression in Parkinson's Disease,"~     The purpose of this study is to evaluate the efficacy of a cognitive-behavioral treatment,~     that includes a caregiver-focused social support intervention, for depression in persons with~     Parkinson's disease.~      Individuals who are unable to travel to the study site, but are interested in participating~     and meet all other eligibility requirements, will be allowed to participate over the phone.~   ",C0011570;C0012634,C0011570;C1299582;C0012634,0.0,160.0,-1,92.0,18.4,0.015316731169999357,0.02071610095891853,0,0
NCT01341431,Bee Venom for the Treatment of Parkinson Disease,"The purpose of this study is to evaluate the efficacy of repeated (monthly) injections of bee      venom on motor symptoms of Parkinson's disease over a period of one year, also the potential      effects of this treatment on disease progression compared to placebo (saline injections).",C0030567;C0087111,C0030567;C0242656;C0021485;C0021485;C0087111;C0032042;C0025344;C0947630;C1561543;C0426980;C1518681;C0723199;C0220825,0.0,0.0,0,8.0,4.0,0.034207506310384474,0.020170086133006884,0,0
NCT01427517,Intravenous N-acetylcysteine for the Treatment of Gaucher's Disease and Parkinson's Disease,"The investigators are interested in determining if the investigators are able to detect      changes in brain chemistry using Magnetic Resonance Spectroscopy (MRS) in individuals with      Parkinson's disease (PD), those with Gaucher's disease (GD), and those without neurological      disorders (healthy controls) when they are given the antioxidant N-acetylcysteine (NAC). This      study will combine information from a medical history, a physical examination and disease      rating scales with results obtained using MRS brain scans and pharmacokinetic studies from      blood samples. This research will require 1 visit that will require about 4 to 5 hours of      time. During this study, participants will provide their medical history, be examined and      undergo a rating scale for about one hour; the brain scan and pharmacokinetic studies will      require 1.5-2 hours of time; in total the study will take about 4-5 hours.",C0030567;C0017205;C0001047;C0087111;C0085297,C0024487;C0031809;C0030567;C0017205;C0001047;C0006106;C0262926;C0262926;C0681889;C0178913;C0681889;C0003402;C0596217;C0543488;C0596217;C0012634;C0332128;C0012634;C0947630;C0947630;C0442726;C3244317;C0947630;C1512346;C0947630;C0947630;C1299581;C0024487;C0024487;C0031327;C0031327;C3245501;C3245501;C1555587;C3245501;C2707261;C3242430;C4288557,2.0,27.0,0,30.0,30.0,0.022658431658769327,0.01971059344036809,0,0
NCT01767129,Safety and Efficacy of AVP-923 in the Treatment of Levodopa-induced Dyskinesia in Parkinson's Disease Patients,"To evaluate the efficacy, safety, and tolerability of AVP-923 capsules containing 45 mg      dextromethorphan and 10 mg quinidine (AVP-923-45) compared to placebo for the treatment of      levodopa-induced dyskinesia (LID) in patients with Parkinson's disease (PD).",C0030567;C0013384;C0087111;C0023570;C1550655,C0030567;C0011816;C0013384;C0034414;C0087111;C0023570;C0032042;C4684765;C0220825,0.0,0.0,0,1.0,1.0,0.02201594566734482,0.019174006423763462,0,0
NCT01159691,Change in Gastrointestinal Complaints After Switch From Oral Parkinson's Disease Treatment to Neupro® Transdermal Patch,"The study intends to collect data on gastrointestinal symptoms (swallowing disorders,      heartburn, feeling of fullness, nausea, vomiting, abdominal pain, diarrhea) and on patient      satisfaction under everyday practice conditions after changing treatment to Neupro®      transdermal patch in patients suffering from idiopathic Parkinson´s Disease with      gastrointestinal symptoms while being treated with oral antiparkinson drugs. The objective of      the study is to ascertain whether switching therapy to Neupro® transdermal patch can provide      any relief in gastrointestinal symptoms.",C0030567;C0991556;C2707256;C0087111;C4319952;C1949346;C0277786,C0426576;C0426576;C0426576;C0003405;C0991556;C0991556;C0000737;C0242428;C0011167;C0012634;C0018834;C0087111;C0683278;C0018017;C0042963;C0011991;C0237607;C1527305;C0012634;C0087111;C0027497;C1949346;C1949346;C0564405;C0947630;C0947630;C3245479;C0012634;C0544691;C1555587;C0231530;C0541911;C0034770;C0332155,62.0,2400.0,0,1.0,1.0,0.01862967856637673,0.019161307178922882,0,0
NCT01355835,Combined STN/SNr-DBS for the Treatment of Refractory Gait Disorders in Parkinson's Disease,12 patients with idiopathic Parkinson's disease and refractory gait disturbances under best      individual subthalamic nucleus stimulation and dopaminergic medication will be included into      this randomised double-blind cross-over two-armed clinical trial. The treatment consists of      two different stimulation settings using (i) conventional stimulation of the subthalamic      nucleus [STNmono] and (ii) combined stimulation of distant electrode contacts located in the      subthalamic nucleus and caudal border zone of STN and substantia nigra pars reticulata      [STN+SNr].,C0030567;C0087111;C0012634;C0016928,C0175413;C0030567;C0152355;C0152355;C0575081;C1096775;C1292856;C1292856;C1292856;C1292856;C0013227;C0087111;C0205097;C0456909;C0542559;C3245509;C0282151;C1546616;C3496275,0.0,0.0,0,3.0,3.0,0.03148266005043523,0.018982343964519102,0,0
NCT02701621,Aquatic Therapy Versus Land-Based Therapy for the Treatment of Balance Dysfunction in Parkinson's Disease,The aim of this study is to compare the effectiveness of a specific aquatic therapy program      on balance with a land-based physical-treatment in patients with Parkinson's disease and to      evaluate the long-term effects in a 6-month follow-up period.,C0030567;C0277785;C0087111;C0087111;C0087111;C0014653,C0030567;C4553491;C0087111;C1552740;C0884441;C0087111;C0014653;C0025344;C0947630;C1518681;C0031809;C0220825,0.0,0.0,0,1.0,1.0,0.02122133518956588,0.018938110154779798,0,0
NCT00627588,"Phase I/II Study of the Safety, Efficacy and Dose Evaluation of ProSavin for the Treatment of Bilateral Idiopathic Parkinson's Disease","The primary objectives of the trial are to assess the safety and efficacy of ProSavin.      Patients in the trial will have been diagnosed with Parkinson's disease and will be failing      on current treatment with L-DOPA but they will not have progressed to drug-induced      dyskinesias. The first stage is an open-label dose escalation to evaluate up to three dose      levels of ProSavin in cohorts of three patients each. Following a recommendation by the DMC      the study may proceed to the second stage of the trial, a further 12 patients will be      recruited to confirm efficacy of the optimal dose in the randomized phase of the study.      The efficacy of ProSavin will be assessed using the Unified Parkinson's Disease Rating Score      (UPDRS). Patients will be monitored at regular intervals, with the primary endpoint being an      efficacy assessment at six months after treatment. The secondary objective of the trial is to      asses the extent to which patients' current therapy (L-DOPA) can be reduced following      administration of ProSavin.",C0030567;C0220825;C0087111;C0947630,C0030567;C0030567;C0220825;C2986535;C1533734;C0441767;C0018017;C0011900;C0087111;C0087111;C0027627;C0018017;C0750484;C0087111;C0023570;C0023570;C1300072;C1705425;C0947630;C0947630;C4050231;C0013227;C0013384;C1550655;C1550655;C1561542;C0018792;C0018792;C0018792;C0018792;C0030695;C0220825;C0429028,0.0,0.0,0,90.0,90.0,0.022198846944301385,0.017977739091098618,0,0
NCT00406588,SLV308 for Treatment of Patients With Parkinson's Disease Experiencing Motor Fluctuations,"This study is a multicenter, randomized, double blind, parallel group study of 3 months'      treatment with SLV308 administered as a monotherapy in patients with advance stage PD. An      open label safety extension to this study is planned as a separate protocol for patients who      are willing and eligible to participate.",C0030567;C0087111;C0231239;C1550655,C0087111;C0442711;C0600109;C0947630;C0456909;C0947630;C1300072;C1705425;C0947630;C0086972;C1525442;C1561542;C1552839;C4554418;C4698437,0.0,0.0,0,5.0,5.0,0.02331141453187156,0.01775611700923574,0,0
NCT00914095,Study of Methylphenidate to Treat Gait Disorders And Attention Deficit In Parkinson's Disease (PARKGAIT-II),"~     Therapeutic management of gait disorders in very advanced Parkinson's disease (PD) patients~     can sometimes be disappointing, since dopaminergic drug treatments and subthalamic nucleus~     (STN) stimulation are more effective for limb-related Parkinsonian signs than for gait~     disorders. Gait disorders could be also partly related to noradrenergic system impairment,~     pharmacological modulation of both dopamine and noradrenaline pathways could potentially~     improve the symptomatology. The investigators have demonstrated using an open label study on~     17 advanced PD patients that chronic, high doses of methylphenidate (MPD) improved gait,~     freezing of gait, motor symptoms and attention in the absence of L-Dopa and increased the~     intensity of response of these symptoms to L-Dopa (Devos et al., 2007). The investigators~     aimed to confirm their results using a randomized, double-blind, placebo-controlled,~     parallel-group, multicentric trial. The investigators will assess the clinical value of~     chronic, high doses (1 mg/kg/day) of MPD vs placebo in 88 non demented PD patients suffering~     from severe gait disorders with freezing despite their use of optimal dopaminergic doses and~     eventually STN stimulation parameters. Efficacy will be assessed directly and on video in the~     absence of L-Dopa and again after acute administration of the drug, both before and after a~     3-month course of MPD, using Stand Walk Sit test (primary criteria), the Freezing Of Gait~     trajectory, RGSE scale, the UPDRS scores, the dyskinesia rating scale, Achiron scales and~     using auto-questionnaires of Giladi, ABC scale and PDQ 39. Attention will be assessed using~     reactions times. Drowsiness will be assessed using Epworth and Parkinson's disease Sleep~     Scales. Apathy and depression will be monitored with Lille Apathy Rating Scale, MADRS, BPRS,~     MINI and psychiatric interview. Cardiologic and general tolerance will be also monitored.~     This study could lead to propose methylphenidate with a good efficacy/ risk balance in~     advanced PD patients suffering from severe gait disorders with freezing of gait, drowsiness~     and attention deficit.~   ",C0025810;C0004268;C0012634,C0025810;C0025810;C0034394;C0013144;C0011570;C0004268;C0004268;C0004268;C0013030;C0184511;C1457887;C1457887;C0012634;C0012634;C0014653;C0222045;C0222045;C0085632;C0085632;C0013023;C0013023;C0013023;C0013144;C0184511;C0032042;C0032042;C0376495;C0555216;C0555216;C0037313;C0222045;C0222045;C0222045;C0222045;C3845829,0.0,0.0,-1,65.0,21.6666666666667,0.01478904387282753,0.017194507377245274,0,0
NCT00324896,"Treatment of Insomnia in Patients With Parkinson's Disease: A Multi-site, Placebo-controlled Study of Eszopiclone","Parkinson's disease (PD) is the second most common neurodegenerative disease in the US,      affecting nearly 1 million Americans. Up to 82% of community dwelling individuals with PD      complain of sleep disturbances, typically sleep fragmentation. Despite the high prevalence of      sleep problems and their impact on the life of these individuals, there has been, until      recently, little research focus on the problem. This will be a multi-site, double blind,      placebo-controlled, two arm, parallel group, fixed-dose trial which will last 6 weeks.      Seventy patients at four sites (30 at the PI's site and a total of 40 patients at three      external sites) will be equally randomized to eszopiclone or placebo. The primary hypothesis      is that eszopiclone will be superior to placebo for the treatment of insomnia in patients      with Parkinson's disease",C0030567;C1436328;C0087111;C0917801;C0032042;C3266262;C0947630;C1550655;C2911690,C0524851;C0030567;C0030567;C0037317;C1436328;C1436328;C0087111;C0917801;C0033213;C0032042;C0032042;C0032042;C3245511;C0037313;C0037313;C0456909;C0446516;C0277786;C1881708;C0033213;C2911690;C3694424;C0404831;C1552839;C0018792;C4554418;C1548801,14.0,180.0,0,17.0,17.0,0.021569098855983238,0.016967555687123045,0,0
NCT01772693,ExAblate Transcranial MR Guided Focused Ultrasound for the Treatment of Parkinson's Disease,"This is a feasibility study to evaluate the safety and initial effectiveness of unilateral      ExAblate thermal ablation of the Vim thalamic nucleus of subjects suffering from      medication-refractory, idiopathic, tremor-dominant PD, using the ExAblate Transcranial system      compared to a Sham Vim thalamotomy procedure.      Data will be collected to establish the basic safety of this type of treatment as the basis      for later studies that will evaluate its full clinical efficacy. The Sham treatment data will      be used to evaluate placebo effect from treatment.",C0030567;C1517281;C0087111;C0302614,C0015730;C0677798;C4553491;C0013227;C0683278;C0184661;C0087111;C0087111;C0087111;C0039729;C0947630;C0032042;C0040822;C1518681;C3245479;C1273517;C0195894;C1137023;C0220825;C0220825;C3272565;C0220825;C3496275,0.0,0.0,0,8.0,8.0,0.021132052205337808,0.01692016946819525,0,0
