nct_id,brief_title,description,brief_title_concepts_list,brief_summary_concepts_list,tot_subj_affected,tot_subj_risk,relevance,citationSum,citationAvg,briefTitlePageRankScore,briefTitleAndSummaryCombinedPageRankScore,brief_title_matched_count,brief_summary_matched_count,RRFscore_not_recency
NCT01670669,"Prucalopride in Paediatric Subjects, With Functional Faecal Retention","~     The purpose of this study is characterize the efficacy, safety, tolerability, and~     steady-state plasma levels after once-daily oral dosing of prucalopride (R108512) as a~     solution, 0.01 mg/kg to 0.03 mg/kg, given to paediatric subjects with functional faecal~     retention (FFR) for 8 weeks.~      Hypothesis:~      Pharmacokinetic profile of prucalopride in paediatric subjects is expected to resemble the~     adult pharmacokinetic profile. Safety and tolerability profile are expected to resemble the~     adult profile.~   ",0,C0032105;C2946261,0,0,1,11,11.0,0.004149378,0.04,0,1,0.07761153241784519
NCT00502957,Biofeedback Treatment for Functional Constipation,"The purpose of this randomized, controlled trial is to examine how well biofeedback treatment      works to improve constipation. The study is comparing two kinds of biofeedback treatment: 1)      anorectal-specific biofeedback therapy and 2) generalized biofeedback therapy using      relaxation techniques.      The study will also examine which medical and psychological factors determine biofeedback      success for treating constipation, such as bowel habits, emotional reactions to constipation,      and levels of stress and psychological distress.",C0009806;C0005491;C0087111;C1705273,C0815107;C0035029;C0033898;C0005491;C0005491;C0221736;C0009806;C0009806;C0011135;C0009806;C0005491;C0005491;C0005491;C0087111;C0087111;C1552740;C0038435;C0947630;C0947630;C0282440;C0000589;C0184511;C0000589;C4082977,0,0,1,8,8.0,0.037979359,0.03165697,0,0,0.07722832722832723
NCT00153140,Polyethyleneglycol3350 vs Tegaserod in Treatment of Patients With Chronic Constipation,The purpose of this study is to compare the safety and efficacy of extended      polyethyleneglycol3350 use to tegaserod in patients with chronic constipation.,C0009806;C0537147;C0087111;C1547296;C1550655,C0401149;C0537147;C0947630,0,0,1,13,13.0,0.040916951,0.0452423,0,1,0.07518389469608983
NCT01592734,Efficacy and Tolerability of PEG-only Laxative for Fecal Impaction and Chronic Constipation in Children,"~     The aim of this study is to compare the efficacy, tolerability, acceptance and compliance of~     a PEG-only formulation compared to a reference PEG-EL formulation in resolving faecal~     impaction and in the treatment of chronic constipation~   ",C0401149;C0015734;C4282033;C0282090,C3714738;C0333124;C2948600;C4282033;C4282033;C0401149;C0376495,0,0,1,6,6.0,0.028404861,0.025469602999999997,0,0,0.07063597002929661
NCT01691742,MiraLAX Versus Placebo to Prevent Constipation Following Urogynecologic Surgery,"~     A. Purpose To compare MiraLAX versus placebo for preventing constipation in the immediate~     postoperative period following pelvic reconstructive surgery in women taking routine docusate~     sodium.~      B. Objectives~        1. Specific Aims Specific Aim 1: To compare time to first bowel movement (BM) between~          MiraLAX versus placebo in women receiving routine docusate sodium after pelvic~          reconstructive surgery.~           Specific Aim 2: To compare patient reported outcomes of BM quality and associated~          gastrointestinal (GI) symptoms between MiraLAX versus placebo using the Bristol stool~          scale and the validated Patient Assessment of Constipation Symptom Questionnaire~          (PAC-SYM) in women receiving routine docusate sodium after pelvic reconstructive~          surgery.~           Specific Aim 3: To evaluate GI-related quality of life between MiraLAX versus placebo~          utilizing the validated Patient Assessment of Constipation Quality-of-Life Questionnaire~          (PAC-QOL) in women receiving routine docusate sodium after pelvic reconstructive~          surgery.~        2. Hypotheses The investigators hypothesize that MiraLAX will optimally prevent~          constipation following pelvic reconstructive surgery by decreasing time to first BM,~          decreasing GI symptoms associated with constipation, and increasing measures of~          GI-related quality of life, while minimizing the bothersome side effects associated with~          stimulant laxatives.~   ",C0009806;C0032042,C0243237;C0243237;C0243237;C0009806;C0009806;C0009806;C0009806;C0009806;C0442797;C0442797;C0304402;C0026649;C1457887;C1457887;C2948600;C2948600;C2948600;C2987124;C1692318;C0034394;C0034394;C0032042;C0032042;C0032042;C1457887;C0596601;C0282090;C0222045;C0032042,0,0,1,0,0.0,0.038855071,0.028771666,0,0,0.06973017292784733
NCT01582659,Outpatient Treatment of Constipation in Children,"Constipation is a condition often seen in children. Constipation is often associated with      impaired quality of life of the child and of great concern among parents. Despite the fact      that both diagnosis and treatment is a simple task, it is often seen that the treatment      fails, and many children are referred to a pediatric ward for specialized treatment.      There is currently little research on the subject and treatment is therefore based on expert      knowledge rather than scientific research.      The study objective is to identify the most effective and least stressful treatment of      children with constipation for both families and the health care system.      The following will be tested:      Does treatment of constipation in children require specialized knowledge and extensive      resources or can the treatment be simplified?      The results from this study are expected to form the basis for a evidence based treatment of      children with constipation.",C0009806;C0087111;C3845694,C0518214;C0009806;C0009806;C0009806;C0009806;C0009806;C0086388;C0012634;C0011900;C0087111;C0087111;C0087111;C0087111;C0376554;C0018017;C0087111;C0087111;C0376554;C0087111;C0087111;C0392366;C0947630;C0947630;C3245501;C0723323;C3858576;C4055646;C1328018;C0449416;C1550488;C0220644,0,0,1,1,1.0,0.04270774,0.028553242000000003,0,0,0.0686639772187945
NCT01587846,Lactobacillus Reuteri in Treatment of Functional Abdominal Pain and Chronic Constipation in Children,"Beneficial therapeutic effect of probiotics has been reported in children with irritable      bowel syndrome, but not consistently in other functional gastrointestinal disorders. Although      there is evidence that probiotics increase stool frequency and decrease stool consistency in      healthy individuals the evidence for efficacy in constipation is limited.      Children with functional abdominal pain (FAP) and constipation will be included in the study.      Children with FAP will be randomized in one of two groups and will receive either L. reuteri      in a daily dose of 108 CFU, or placebo during three months. Children with chronic      constipation will receive either L. reuteri in a daily dose of 108 CFU and lactulose, or      placebo and lactulose. Frequency and intensity of episodes of abdominal pain during and after      intervention will be recorded in children with FAP. Frequency of defecation, stool      consistency and need for lactulose will be recorded in children with chronic constipation.",C0000737;C0009806;C0087111;C1547296;C1705273;C1135167,C0017178;C0401149;C0426740;C0000737;C0000737;C0009806;C0009806;C0009806;C0184661;C0011135;C0022107;C0022957;C0022957;C2347273;C2347273;C0022957;C0700287;C0039082;C0032042;C0032042;C1518681;C1552839;C0021853;C0015733;C0947630;C0015733;C0032580;C0032580;C0032580;C0087111;C0442797;C0073136;C0073136;C0031843;C0031843;C2347273;C1561542;C0182913;C0182913;C3834249,0,0,1,5,5.0,0.03969372,0.04428014,0,0,0.06800054848367118
NCT01707667,Study to Investigate Prucalopride vs. Polyethylene Glycol 3350 on Colon Activity,~     To evaluate the different effects of prucalopride and PEG 3350 + electrolytes on colon motor~     activity in subjects that are chronically constipated.~   ,C0724672,C0013832;C4282033,9,175,0,6,6.0,0.041493776,0.016094571999999998,0,0,0.06257246376811594
NCT00508482,A Clinical Standardization Study of the Preferred Acupuncture Treatment Protocol to Treat Functional Constipation,"~     The purpose of this study is to re-evaluate the therapeutic superiority and safety of~     acupuncture treatment using high quality and large sampled clinical research. The~     investigators want to provide a preferred treatment protocol, which is effective, safe, and~     easy to use in clinical practice. This research also clarifies that the insertion depth is a~     key factor in the therapeutic effect of acupuncture. The results of the study will help~     promote the development of the standardization of acupuncture.~   ",C0009806;C0040808,C1527144;C0040808;C2986419;C0376495,42,2730,0,9,9.0,0.037306645,0.028893292999999997,0,2,0.10998133411926515
NCT00770432,Study Comparing PEG 3350 Laxative to Placebo in the Treatment of Occasional Constipation (Study CL2007-12)(P08216),"Randomized, placebo-controlled, double blind study. 203 subjects entered the study to compare      the effect on occasional constipation of polyethylene glycol 3350 to placebo. Subjects took      one of study treatments up to 7 days.",C0009806;C0087111;C0282090;C0032042;C0947630;C0947630;C0176751,C0724672;C0009806;C0087111;C0032042;C0032042;C1518681;C0456909;C0947630;C0947630;C0947630;C2911690;C3840642;C3897779,44,609,0,1,1.0,0.040351415,0.038685931,0,0,0.07347222222222222
NCT01885104,Safety and Tolerability of Oral Polyethylene Glycol (PEG 3350) Solution in Participants With Constipation (MK-8114-003),"~     The purpose of this study is to compare the safety and tolerability of oral ingestion of PEG~     3350 solution concentrate to oral ingestion of a placebo solution concentrate, in~     participants with constipation.~   ",C0009806;C4282033;C0032483,C0009806;C0032042,77,780,0,0,0.0,0.037003997999999996,0.042819184,1,1,0.08338903743315508
NCT01965158,Efficacy and Safety of Naldemedine in the Treatment of Opioid-induced Constipation,The purpose of this study is to evaluate the efficacy and safety of naldemedine in the      treatment of opioid-induced constipation (OIC) in adults with non-malignant chronic pain who      are not using laxatives.,C0009806;C4325235;C0087111;C0242402,C0009806;C0150055;C4325235;C0087111;C0282090;C0242402;C0947630;C0220825;C0032927,125,12489,0,11,11.0,0.038740224,0.03466197,1,1,0.07451555718564704
NCT01424228,Evaluation of Long-term Prucalopride Treatment With Chronic Constipation in Subjects Aged = 18 Years,The purpose of this trial is to evaluate the long-term (24 weeks) efficacy of prucalopride      versus placebo in subjects aged 18 years and older with chronic constipation.,C0913506;C0009806;C0220825;C0087111;C1547296,C0401149;C0913506;C0032042;C0018792;C1555709;C0220825,159,5415,0,10,10.0,0.042691694,0.043339788,0,0,0.07426572617946346
NCT01993940,Efficacy and Safety of Naldemedine in Treating Opioid-induced Constipation,~     The purpose of this study is to evaluate the efficacy and safety of naldemedine in the~     treatment of opioid-induced constipation (OIC) in adults with non-malignant chronic pain who~     are not using laxatives.~   ,C0009806;C0242402,C0009806;C0150055;C0242402;C0282090;C0376495,177,19075,0,28,28.0,0.038815243,0.033536476,1,1,0.08386970172684459
NCT01330381,Prucalopride in Pediatric Subjects With Functional Constipation,"~     To evaluate the efficacy of prucalopride compared to placebo for the treatment of functional~     constipation in a paediatric population, aged = 6 months to < 18 years. A 16-week open-label~     comparator (PEG) controlled part will follow, to document safety and tolerability up to 24~     weeks.~   ",C0009806,C0009806;C4282033;C1301746;C0032042;C0180112;C0376495,528,11890,0,14,7.0,0.061577858,0.038432419,0,1,0.06305555555555556
